game_date,game_pk,pitcher,player_name,pitches,strikeouts,avg_velocity,avg_spin,avg_break_x,avg_break_z,csw,whiffs,called_strikes,rest_days,max_times_through_order,CSW%,k_last3,velo_last3,spin_last3,csw_last3,pitches_last3,velo_last6,velo_trend,k_std_last5,pitches_last5,whiff_last3,csw_last5,is_starter,CH_usage,CS_usage,CU_usage,EP_usage,FA_usage,FC_usage,FF_usage,FO_usage,FS_usage,KC_usage,KN_usage,PO_usage,SC_usage,SI_usage,SL_usage,ST_usage,SV_usage,UN_usage,opponent,opp_runs_last14,opp_k_rate_last14,opp_bb_rate_last14,opp_hr_rate_last14,opp_iso_last14,home_team,away_team,park_run_factor,park_hr_factor,last_avg_velocity,rolling3_avg_velocity,rolling5_avg_velocity,season_avg_velocity,last_avg_spin,rolling3_avg_spin,rolling5_avg_spin,season_avg_spin,last_avg_break_x,rolling3_avg_break_x,rolling5_avg_break_x,season_avg_break_x,last_avg_break_z,rolling3_avg_break_z,rolling5_avg_break_z,season_avg_break_z,last_csw,rolling3_csw,rolling5_csw,season_csw,last_whiffs,rolling3_whiffs,rolling5_whiffs,season_whiffs,last_called_strikes,rolling3_called_strikes,rolling5_called_strikes,season_called_strikes,predicted_strikeouts,prediction_rank,decision,actual_success,prediction_error
2024-09-19,746011,665795,"Cabrera, Edward",73,3,91.7027397260274,2182.123287671233,-0.5110958904109589,0.5558904109589041,12,7,5,6.0,2,0.1643835616438356,6.0,93.485911634757,2135.8985132197213,0.2472733010730065,98.33333333333331,92.94441391823402,0.5414977165229686,2.6076809620810595,97.4,10.0,0.2588214969836732,True,0.273972602739726,0.0,0.2876712328767123,0.0,0.0,0.0,0.3698630136986301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0684931506849315,0.0,0.0,0.0,LAD,5.285714285714286,0.2146517997891936,0.0941164919698232,0.0381575660209694,0.1658647490441158,MIA,LAD,1.02,0.97,92.038,93.485911634757,93.03890645797836,88.19104747632404,2101.8,2135.898513219721,2126.3245981279115,2222.962390409525,-0.5492,-0.6603315520022446,-0.5850472972144185,-0.0940098365854154,0.5408,0.7088223157304155,0.6611678992421711,0.5503163396778518,29.0,24.33333333333333,25.2,23.562256119191204,15.0,10.0,9.8,9.244412912380277,14.0,14.333333333333334,15.4,14.317843206810926,3.4687233,23.0,SIT,False,-0.4687232971191406
2024-09-25,745854,665795,"Cabrera, Edward",79,5,93.08481012658228,2119.1518987341774,-0.5920253164556962,0.3767088607594936,23,14,9,6.0,3,0.2911392405063291,6.0,92.59158678152802,2149.5620580897244,0.244244692369251,90.0,92.81621200265322,-0.2246252211251942,2.6076809620810595,94.0,11.666666666666666,0.2361426537568847,True,0.2658227848101265,0.0,0.2911392405063291,0.0,0.0,0.0,0.2151898734177215,0.0,0.0,0.0,0.0,0.0,0.0,0.2151898734177215,0.0126582278481012,0.0,0.0,0.0,MIN,3.857142857142857,0.2401111850252832,0.0851906646645791,0.0265252303838332,0.1266067803528418,MIN,MIA,1.03,0.99,91.7027397260274,92.59158678152802,93.09856551429496,88.19231982858844,2182.123287671233,2149.5620580897235,2142.755922328824,2222.9475181943985,-0.5110958904109589,-0.5853907263569179,-0.5725553641854992,-0.0941609547208594,0.5558904109589041,0.6173504119003904,0.6447459814339519,0.5503183592688957,12.0,22.666666666666668,22.6,23.5581560283688,7.0,11.666666666666666,10.8,9.243617021276595,5.0,11.0,11.8,14.3145390070922,5.5307183,6.0,START,True,-0.5307183265686035
2024-08-02,746845,665871,"Assad, Javier",97,3,87.11030927835053,2019.4329896907216,-0.2823711340206186,0.6960824742268041,19,6,13,5.0,2,0.1958762886597938,2.333333333333333,87.97560546990371,2057.4902140311497,0.2524317246539468,67.0,87.793797098881,0.1818083710227114,3.1144823004794877,76.6,5.666666666666667,0.2656136241643488,True,0.0927835051546391,0.0,0.0824742268041237,0.0,0.0,0.2061855670103092,0.1649484536082474,0.0,0.0,0.0,0.0,0.0,0.0,0.3402061855670103,0.0206185567010309,0.0927835051546391,0.0,0.0,STL,4.428571428571429,0.1945672875318201,0.0641417871828709,0.0370594104799178,0.1578115698636077,CHC,STL,0.96,0.98,86.68148148148148,87.97560546990371,88.15082792840687,88.191257627406,2051.2098765432097,2057.490214031149,2050.142714277276,2221.557890260585,-0.1855555555555555,-0.2207354244196353,-0.2743947900053164,-0.0956623939441759,0.7564197530864197,0.6769644790989817,0.6522564652371671,0.5513193139948368,19.0,16.666666666666668,17.0,23.534998241294407,7.0,5.666666666666667,4.4,9.213155117833274,12.0,11.0,12.6,14.321843123461132,2.7230954,30.0,SIT,False,0.2769045829772949
2024-08-07,746842,665871,"Assad, Javier",75,1,86.3,2062.5733333333333,-0.1630666666666666,0.5461333333333334,19,5,14,5.0,2,0.2533333333333333,3.333333333333333,87.31919341117208,2057.657271200784,0.2268147299647872,84.66666666666667,87.74440420082833,-0.4252107896562478,2.1213203435596424,77.6,7.0,0.2417454036354379,True,0.12,0.0,0.1333333333333333,0.0,0.0,0.2266666666666666,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0133333333333333,0.1066666666666666,0.0,0.0,MIN,5.142857142857143,0.2513319225907656,0.0925430125446363,0.0285813475308639,0.1417027798763752,CHC,MIN,0.96,0.98,87.11030927835053,87.31919341117208,88.02333422852142,88.19086907659756,2019.4329896907216,2057.657271200784,2042.1670899931976,2221.484868258934,-0.2823711340206186,-0.19334398424469,-0.2618245723649957,-0.095729507078639,0.6960824742268041,0.7131586371745832,0.6628951823047501,0.5513713496383421,19.0,19.0,16.2,23.533403656821378,6.0,7.0,5.0,9.212025316455696,13.0,12.0,11.2,14.321378340365682,3.2030604,40.0,SIT,False,-2.2030603885650635
2024-08-13,746601,665871,"Assad, Javier",85,2,86.75882352941177,2064.505882352941,-0.0791764705882352,0.6136470588235293,19,2,17,6.0,3,0.2235294117647059,3.0,86.69726358661067,2044.405399855755,0.2279258410758983,84.33333333333333,87.51415057763991,-0.8168869910292358,1.9235384061671343,74.6,6.0,0.2413009591909935,True,0.0470588235294117,0.0,0.1529411764705882,0.0,0.0,0.3294117647058823,0.1764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.2470588235294117,0.0,0.0470588235294117,0.0,0.0,CLE,5.214285714285714,0.1969321211372475,0.0801481622682981,0.0417677290065748,0.1731669311935681,CLE,CHC,1.0,0.98,86.3,86.69726358661067,87.46742513761234,88.19018964106878,2062.5733333333333,2044.4053998557545,2050.895393023501,2221.42747875553,-0.1630666666666666,-0.2103311187476139,-0.2215288147892381,-0.0957537029678191,0.5461333333333334,0.666211853548852,0.6546218489714167,0.5513694674909095,19.0,19.0,17.6,23.53181019332162,5.0,6.0,5.6,9.21054481546573,14.0,13.0,12.0,14.321265377855887,4.0785413,29.0,SIT,False,-2.0785412788391113
2024-08-20,746839,665871,"Assad, Javier",95,7,86.18947368421053,2093.4736842105262,-0.0491578947368421,0.4787368421052632,30,8,22,7.0,3,0.3157894736842105,2.0,86.7230442692541,2048.837401792332,0.2242463445859443,85.66666666666667,87.34932486957892,-0.6262806003248187,1.51657508881031,82.8,4.333333333333333,0.2314613869984802,True,0.0526315789473684,0.0,0.1684210526315789,0.0,0.0,0.2105263157894736,0.0947368421052631,0.0,0.0,0.0,0.0,0.0,0.0,0.3473684210526316,0.0,0.1263157894736842,0.0,0.0,DET,3.7857142857142856,0.2528068645968415,0.073313906890276,0.0198523787542384,0.1118032926973178,CHC,DET,0.96,0.98,86.75882352941177,86.7230442692541,87.0032807525856,88.18967550094247,2064.505882352941,2048.8374017923315,2060.010205857726,2221.3708283597166,-0.0791764705882352,-0.1748714237585072,-0.1644550179977943,-0.0957477485021655,0.6136470588235293,0.618620955461222,0.6598512607361227,0.5513918373153824,19.0,19.0,19.0,23.530217849613493,2.0,4.333333333333333,5.6,9.208011243851018,17.0,14.666666666666666,13.4,14.322206605762474,4.662886,23.0,SIT,True,2.337113857269287
2024-08-25,746023,665871,"Assad, Javier",87,3,87.04942528735633,2064.8390804597702,-0.2266666666666666,0.7403448275862069,21,3,18,5.0,3,0.2413793103448276,3.333333333333333,86.41609907120743,2073.5176332989336,0.2642174062607499,85.0,86.86764624118975,-0.4515471699823195,2.4083189157584592,86.6,5.0,0.2446192817353222,True,0.0344827586206896,0.0,0.0689655172413793,0.0,0.0,0.1839080459770115,0.1264367816091954,0.0,0.0,0.0,0.0,0.0,0.0,0.3908045977011494,0.0229885057471264,0.1724137931034483,0.0,0.0,MIA,4.071428571428571,0.2017431159850736,0.0871342234921364,0.0347712283124184,0.1675225465595589,MIA,CHC,1.02,0.97,86.18947368421053,86.41609907120743,86.60801759469086,88.18895729562227,2093.4736842105262,2073.5176332989336,2058.2391532261463,2221.3246727681794,-0.0491578947368421,-0.0971336773305817,-0.1518655443135837,-0.095731019649826,0.4787368421052632,0.5461724114207084,0.6182038923150699,0.5513657493458277,30.0,22.666666666666668,21.2,23.53249034070952,8.0,5.0,5.6,9.207586933614332,22.0,17.666666666666668,15.6,14.324903407095189,4.2410197,21.0,SIT,False,-1.2410197257995605
2024-08-31,744808,665871,"Assad, Javier",90,4,86.67999999999999,2026.4444444444443,-0.2536666666666667,0.518888888888889,23,2,21,6.0,3,0.2555555555555555,4.0,86.66590750032621,2074.27288234108,0.260232731931248,89.0,86.68158554346844,-0.0156780431422305,2.280350850198276,87.8,4.333333333333333,0.2459815635573742,True,0.1,0.0,0.2111111111111111,0.0,0.0,0.2222222222222222,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.2666666666666666,0.0,0.0333333333333333,0.0,0.0,WSH,3.7857142857142856,0.2117521818807032,0.0657067508063851,0.0314651883569035,0.1369650841186576,WSH,CHC,1.0,1.0,87.04942528735633,86.66590750032621,86.68160635586584,88.18854827480094,2064.8390804597702,2074.2728823410785,2060.9649940094587,2221.268220534302,-0.2266666666666666,-0.1183336773305817,-0.160087766535806,-0.0957780173695019,0.7403448275862069,0.6109095761716662,0.6149889072150274,0.5514335810322025,21.0,23.33333333333333,21.6,23.531601123595507,3.0,4.333333333333333,4.8,9.205407303370787,18.0,19.0,16.8,14.326193820224718,4.2135396,26.0,SIT,False,-0.21353960037231445
2024-09-07,746829,665871,"Assad, Javier",90,5,87.67333333333333,2023.4666666666667,-0.3077777777777777,0.7058888888888889,27,7,20,7.0,3,0.3,4.666666666666667,86.63963299052229,2061.58573637158,0.2709081131948646,90.66666666666669,86.6813386298882,-0.0417056393659152,2.3021728866442674,86.4,4.333333333333333,0.2579174169365266,True,0.0666666666666666,0.0,0.0777777777777777,0.0,0.0,0.3444444444444444,0.0333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0777777777777777,0.0,0.0,NYY,4.928571428571429,0.2331122299785502,0.0889739261980169,0.0331412291500869,0.1484022380501728,CHC,NYY,0.96,0.98,86.67999999999999,86.63963299052229,86.59554450019573,88.1880069944727,2026.4444444444443,2061.58573637158,2062.367284960203,2221.1979631321783,-0.2536666666666667,-0.1764970760233922,-0.1543468730650156,-0.0958346691991743,0.518888888888889,0.579323519526786,0.5795501901474444,0.5514219037117349,23.0,24.666666666666668,22.4,23.53141453141453,2.0,4.333333333333333,4.0,9.202878202878203,21.0,20.33333333333333,18.4,14.328536328536329,4.486509,25.0,SIT,True,0.513491153717041
2024-09-13,746509,665871,"Assad, Javier",93,5,84.79677419354839,2046.1290322580649,0.0839784946236559,0.3655913978494624,25,12,13,6.0,3,0.2688172043010752,4.0,87.1342528735632,2038.2500638569609,0.2656449553001277,89.0,86.77517597238533,0.3590769011778718,1.9235384061671348,89.4,4.0,0.2672507502698599,True,0.053763440860215,0.0,0.1505376344086021,0.0,0.0,0.2795698924731182,0.064516129032258,0.0,0.0,0.0,0.0,0.0,0.0,0.2688172043010752,0.1182795698924731,0.064516129032258,0.0,0.0,COL,3.5,0.2548883333003099,0.0748694931393805,0.0269188324579101,0.1292353521883829,COL,CHC,1.14,1.07,87.67333333333333,87.1342528735632,86.87021116686239,88.18782239129439,2023.4666666666667,2038.25006385696,2054.5459516268697,2221.126682924368,-0.3077777777777777,-0.2627037037037041,-0.1832890952872378,-0.0959106889655225,0.7058888888888889,0.6550408684546613,0.6115013012585554,0.5514773079388429,27.0,23.666666666666668,24.0,23.532631578947367,7.0,4.0,4.4,9.202105263157897,20.0,19.666666666666668,19.6,14.330526315789474,5.030748,15.0,START,True,-0.03074789047241211
2024-09-19,746823,665871,"Assad, Javier",91,5,86.29560439560439,2047.56043956044,-0.0568131868131868,0.5146153846153846,24,8,16,6.0,3,0.2637362637362637,4.666666666666667,86.38336917562724,2032.0133811230587,0.2747909199522103,91.0,86.52463833797673,-0.1412691623494879,1.4832396974191333,91.0,7.0,0.2763083087771337,True,0.0659340659340659,0.0,0.1428571428571428,0.0,0.0,0.2417582417582417,0.1098901098901098,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0219780219780219,0.1318681318681318,0.0,0.0,WSH,3.2142857142857144,0.2203787972977449,0.0729194286540167,0.0254245206073575,0.1234558700415395,CHC,WSH,0.96,0.98,84.79677419354839,86.38336917562724,86.47780129968972,88.18660652603883,2046.1290322580649,2032.013381123058,2050.8705816078946,2221.0636207079115,0.0839784946236559,-0.1591553166069299,-0.1506581022448596,-0.0958461894375235,0.3655913978494624,0.5301230585424132,0.5618901690637421,0.5514106582758492,25.0,25.0,25.2,23.53314626446861,12.0,7.0,6.4,9.203086636267976,13.0,18.0,18.8,14.330059628200631,4.4713006,19.0,SIT,True,0.5286993980407715
2024-09-25,745521,665871,"Assad, Javier",90,3,86.48444444444445,1996.7555555555557,-0.206,0.4981111111111111,21,8,13,6.0,3,0.2333333333333333,5.0,86.25523730749536,2039.052046161724,0.277517822679113,91.33333333333331,86.44743514900883,-0.1921978415134617,0.8944271909999163,90.2,9.0,0.2658976667875444,True,0.0444444444444444,0.0,0.1333333333333333,0.0,0.0,0.1666666666666666,0.0555555555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.4666666666666667,0.0,0.1333333333333333,0.0,0.0,PHI,4.428571428571429,0.2462276346866898,0.0807621160290331,0.0331143289355066,0.1592002554193166,PHI,CHC,1.02,1.05,86.29560439560439,86.25523730749536,86.49902744196848,88.18592874749746,2047.56043956044,2039.0520461617232,2041.6879326778771,2221.001119561965,-0.0568131868131868,-0.0935374899891032,-0.1521891606601285,-0.0958321991140022,0.5146153846153846,0.5286985571179117,0.5690658775657663,0.55139747000572,24.0,25.33333333333333,24.0,23.533309957924264,8.0,9.0,6.4,9.20266479663394,16.0,16.333333333333332,17.6,14.330645161290322,4.874655,13.0,SIT,False,-1.874654769897461
