game_pk,pitcher,outs,hits,earned_runs,walks,hit_batters,strikeouts_official,home_runs_allowed
824429,543037,12,5,2,2,1,4,0
824262,663554,17,8,4,1,0,6,1
824262,663947,3,1,0,1,0,2,0
824262,640448,4,0,0,0,0,4,0
824262,646241,3,0,0,0,0,1,0
824262,607074,16,6,3,2,0,5,0
824262,687396,5,2,0,0,0,1,0
824262,518585,2,0,0,1,0,1,0
824262,670280,4,0,0,0,0,0,0
822803,686973,3,0,0,0,0,2,0
822803,702056,15,4,5,6,0,3,1
822803,689254,3,1,0,0,0,1,0
822803,680755,3,2,0,1,0,1,0
822803,643511,3,0,0,0,0,1,0
822803,677960,13,5,6,1,1,2,2
822803,687396,2,1,0,1,0,1,0
822803,518585,3,1,1,1,0,2,0
822803,656234,3,2,1,0,0,1,0
822803,666808,3,1,0,1,0,2,0
822802,686973,3,2,2,0,0,1,1
822802,592332,21,1,1,2,0,7,1
822802,643511,3,2,0,0,0,1,0
822802,518585,3,0,0,3,0,1,0
822802,670280,3,0,0,0,0,3,0
822802,693645,21,6,1,4,0,7,1
823531,621112,4,0,0,0,0,0,0
823531,695684,12,4,3,2,0,4,1
823531,657612,3,1,0,0,0,0,0
823531,687396,3,0,0,0,0,0,0
823531,518585,2,0,0,0,0,0,0
823531,666808,3,2,0,1,0,2,0
823531,663574,6,0,0,0,0,1,0
823531,657571,3,1,0,0,0,1,0
823531,594580,3,1,0,1,0,1,0
823531,695505,15,5,1,3,0,7,1
823533,677960,19,3,1,1,0,8,1
823533,657612,1,0,2,0,2,1,0
823533,518585,2,1,1,0,0,1,0
823533,666808,5,2,1,0,0,1,1
823533,680732,22,5,1,1,0,8,1
823533,663542,5,1,0,0,0,2,0
824744,594027,2,0,0,0,0,0,0
824744,543243,22,1,0,1,0,9,0
824744,686580,3,1,0,0,0,1,0
824744,547973,3,1,1,1,0,2,0
824744,621112,6,1,0,0,0,1,0
824744,607074,15,1,0,4,0,6,0
824744,518585,1,3,2,0,0,0,0
824744,670280,6,1,0,0,0,1,0
823530,621112,5,0,0,1,0,1,0
823530,687396,4,0,0,0,0,1,0
823530,701542,16,5,2,0,0,7,1
823530,518585,5,0,0,0,0,1,0
823530,666808,3,1,2,3,0,0,0
823530,623454,6,5,2,0,0,1,1
823530,805427,2,0,0,0,0,1,0
823530,672456,6,0,0,1,0,3,0
823530,675512,19,2,0,1,0,7,0
824259,669373,18,4,4,0,0,9,3
824259,621097,5,0,0,0,1,2,0
824259,646241,4,2,0,0,0,2,0
824259,677960,18,6,1,2,0,6,0
824259,518585,4,1,0,0,0,4,0
824259,666808,2,0,0,1,0,0,0
824259,670280,3,1,0,0,0,1,0
823527,621112,3,0,0,0,0,2,0
823527,687396,3,0,0,0,0,2,0
823527,518585,3,1,0,2,0,0,0
823527,670280,3,0,0,0,0,3,0
823527,543037,15,5,2,0,0,7,1
823527,702474,12,4,3,2,0,2,2
823527,681892,6,0,0,0,0,2,0
823527,679358,6,2,2,1,0,0,0
822709,640454,1,2,2,0,0,0,1
822709,687223,9,3,1,0,0,4,1
822709,690925,1,0,0,0,0,1,0
822709,664875,2,2,1,2,0,1,1
822709,641793,12,5,1,0,0,5,1
822709,676680,2,1,0,1,0,0,0
822709,677960,16,6,1,0,0,6,0
822709,657612,1,2,2,0,0,0,2
822709,518585,2,0,0,0,0,2,0
822709,656234,2,0,0,0,0,0,0
822709,670280,6,0,0,0,1,0,0
823518,687396,3,0,0,0,0,3,0
823518,665645,2,0,0,0,0,2,0
823518,518585,1,2,1,2,0,0,0
823518,670280,3,1,0,1,0,1,0
823518,543037,21,4,3,0,0,11,2
823518,642397,3,0,0,0,0,1,0
823518,682254,4,0,0,1,0,2,0
823518,656605,15,3,0,2,1,6,0
823518,669387,8,3,3,2,0,3,1
822711,640454,5,0,0,1,0,1,0
822711,571945,12,4,0,1,0,0,0
822711,676571,5,1,0,1,0,3,0
822711,690925,0,3,2,0,0,0,2
822711,687377,1,1,2,1,0,0,1
822711,676680,4,0,0,0,0,2,0
822711,687396,1,2,0,1,0,1,0
822711,518585,3,0,0,0,0,0,0
822711,670280,3,1,0,0,0,1,0
822711,693645,20,4,2,4,0,6,2
823522,677960,14,7,5,2,0,5,1
823522,657612,2,2,0,0,0,0,0
823522,687396,3,0,0,0,0,2,0
823522,518585,4,0,0,0,0,3,0
823522,683409,4,0,0,1,0,0,0
823522,685126,3,0,0,0,0,1,0
823522,642701,3,1,0,0,0,0,0
823522,696062,9,1,0,0,0,5,0
823522,677952,9,9,7,1,0,2,2
822957,663556,19,4,0,0,0,5,0
822957,642121,5,1,0,0,0,3,0
822957,641329,3,1,0,0,0,3,0
822957,518585,2,1,0,0,0,1,0
822957,683409,3,0,0,0,0,0,0
822957,543037,19,7,3,1,0,6,0
823524,621112,3,0,0,1,0,0,0
823524,687396,3,0,0,0,0,1,0
823524,518585,3,1,0,0,0,1,0
823524,543037,18,4,2,1,0,8,1
823524,681911,3,1,0,2,0,0,0
823524,656945,3,0,0,0,0,1,0
823524,676263,4,0,0,0,0,2,0
823524,808963,17,5,0,1,0,5,0
823521,621112,7,1,0,1,0,1,0
823521,642232,8,2,0,0,0,1,0
823521,687396,6,0,0,0,0,3,0
823521,518585,1,1,1,2,0,1,1
823521,670280,5,0,0,1,0,2,0
823521,681911,3,0,0,0,0,3,0
823521,683618,2,0,0,2,0,1,0
823521,669165,6,0,0,2,0,1,0
823521,694361,3,3,1,0,0,1,0
823521,623465,3,2,1,1,0,1,1
823521,592779,6,0,0,0,0,2,0
823521,676263,1,3,0,0,0,0,0
824567,663436,18,5,4,2,0,6,1
824567,691799,7,0,0,0,0,1,0
824567,670950,3,1,0,0,0,1,0
824567,669684,3,1,0,0,0,2,0
824567,663542,2,1,0,0,0,0,0
824567,663855,3,1,0,1,0,1,0
824567,621112,5,2,2,1,0,2,2
824567,642232,1,1,0,0,0,0,0
824567,657612,3,0,0,0,0,1,0
824567,518585,3,1,1,0,0,1,0
824567,666808,3,0,0,2,0,0,0
824567,693645,19,2,1,1,1,8,0
824570,670950,6,0,0,0,0,4,0
824570,622554,3,1,0,0,0,0,0
824570,669684,2,1,1,1,0,0,0
824570,702273,10,2,3,2,0,5,0
824570,663542,3,2,1,0,0,1,0
824570,656794,3,4,4,0,0,0,1
824570,621112,3,0,0,0,0,1,0
824570,657612,1,2,1,0,0,0,0
824570,687396,4,2,0,0,0,1,0
824570,518585,4,0,0,1,0,0,0
824570,608331,9,5,3,2,0,4,0
824570,666808,2,1,0,1,0,1,0
824570,670280,1,0,0,0,0,1,0
824570,683409,3,1,0,0,0,1,0
824568,622554,3,0,0,1,0,1,0
824568,669684,3,1,0,0,1,0,0
824568,680732,18,3,0,2,0,10,0
824568,663542,3,0,0,0,0,0,0
824568,656794,6,2,0,1,0,1,0
824568,677960,21,3,0,3,0,4,0
824568,687396,3,0,0,1,0,2,0
824568,518585,4,1,0,2,0,2,0
824568,683409,4,2,0,0,0,3,0
823515,657612,2,1,1,0,0,0,1
823515,687396,2,2,0,0,0,2,0
823515,518585,3,1,1,0,0,2,1
823515,608331,19,3,0,2,0,7,0
823515,660787,1,0,0,0,0,0,0
823515,670280,3,0,0,0,0,0,0
823515,689266,1,0,0,0,0,0,0
823515,669276,3,0,0,2,0,2,0
823515,800311,3,1,0,0,0,1,0
823515,641816,18,3,0,2,0,9,0
823515,641755,2,0,0,2,0,1,0
823515,628452,2,3,2,1,1,2,0
823520,642232,3,1,1,0,0,0,0
823520,657612,4,2,2,0,0,1,1
823520,665645,5,1,0,1,0,2,0
823520,518585,3,0,0,0,0,2,0
823520,683409,3,5,6,1,0,0,3
823520,693645,9,4,4,5,0,6,1
823520,700241,13,4,2,1,0,5,1
823520,700669,6,0,0,0,0,2,0
823520,677865,5,2,1,0,0,0,1
823520,666277,2,1,1,0,0,1,1
823520,592773,1,3,3,0,0,1,2
824649,573204,3,1,0,0,0,0,0
824649,657097,3,1,0,0,0,1,0
824649,656849,19,5,1,0,0,8,1
824649,663423,2,1,0,2,0,0,0
824649,687396,1,2,1,0,0,0,0
824649,518585,2,1,2,1,0,0,1
824649,608331,16,2,1,1,0,7,0
824649,683409,2,0,0,2,0,0,0
824649,672442,3,2,1,1,0,0,0
823517,677960,18,4,0,1,0,6,0
823517,687396,3,1,0,1,0,1,0
823517,518585,2,1,0,0,0,0,0
823517,670280,4,0,0,1,0,3,0
823517,690928,19,4,2,3,0,4,2
823517,657571,5,1,0,0,0,1,0
823511,621112,5,0,0,1,0,0,0
823511,657612,3,0,0,1,0,1,0
823511,687396,3,0,0,0,0,3,0
823511,701542,12,6,5,4,0,3,3
823511,518585,1,1,0,1,0,0,0
823511,660787,3,2,0,0,0,1,0
823511,689546,3,2,2,0,0,2,1
823511,622554,1,0,0,0,0,0,0
823511,642100,2,3,3,2,1,1,0
823511,682243,18,8,5,1,0,5,1
823508,642232,4,0,0,1,0,2,0
823508,518585,3,0,0,0,0,1,0
823508,608331,15,5,1,2,0,4,1
823508,660787,5,0,0,0,0,3,0
823508,678606,3,0,0,0,0,0,0
823508,669302,18,4,0,1,0,7,0
823508,662253,3,0,0,0,0,2,0
823508,660825,3,0,0,2,0,1,0
824801,670329,3,1,0,0,0,1,0
824801,695380,3,0,0,1,0,2,0
824801,605135,17,8,3,1,0,6,1
824801,664991,1,0,0,0,0,0,0
824801,666974,1,1,0,0,0,0,0
824801,676742,2,0,2,1,2,1,0
824801,621112,3,1,0,1,0,1,0
824801,657612,4,0,0,0,0,1,0
824801,687396,3,0,0,0,0,1,0
824801,701542,12,3,2,2,1,5,1
824801,518585,2,2,1,0,0,2,1
824801,670280,3,0,0,0,0,1,0
824803,669358,19,4,3,2,0,10,1
824803,544150,6,0,0,0,0,2,0
824803,677020,2,1,0,1,1,2,0
824803,621112,3,0,0,1,0,2,0
824803,607074,12,2,1,2,0,4,1
824803,687396,2,1,0,1,0,1,0
824803,518585,1,0,0,0,0,0,0
824803,660787,6,1,0,0,0,0,0
824803,670280,3,0,0,0,0,2,0
823798,694477,15,1,2,5,0,5,0
823798,675660,3,0,0,0,0,1,0
823798,663765,9,2,0,0,0,2,0
823798,694851,1,8,7,1,0,0,0
823798,518876,15,6,5,5,0,1,1
823798,664199,3,1,0,0,0,0,0
823798,657044,2,0,0,0,0,1,0
823798,543510,3,0,0,0,0,0,0
824853,669432,14,9,4,1,0,6,1
824853,670329,4,0,0,0,0,2,0
824853,675919,2,1,0,0,1,0,0
824853,664991,4,0,0,0,0,3,0
824853,666974,3,0,0,0,0,2,0
824853,666661,2,2,1,2,0,0,0
824853,518876,16,5,2,4,0,3,1
824853,623149,3,0,0,0,0,1,0
824853,664199,5,0,0,0,0,1,0
824853,657044,1,0,0,0,0,0,0
824687,571948,3,1,0,0,0,0,0
824687,656686,3,1,2,1,0,2,1
824687,571510,18,4,2,1,0,5,1
824687,664208,3,1,0,1,1,1,0
824687,694297,7,4,2,3,0,1,0
824687,518876,13,8,6,3,0,5,1
824687,623149,2,0,0,0,0,2,0
824687,657044,2,0,0,0,0,0,0
825099,518876,13,10,8,3,0,5,3
825099,656464,3,0,0,0,0,1,0
825099,642528,4,1,0,1,0,2,0
825099,664199,4,1,0,0,0,0,0
825099,657044,0,1,3,1,1,0,1
825099,543510,3,1,0,1,0,0,0
825099,674370,6,3,3,4,0,2,1
825099,608371,3,0,0,2,0,1,0
825099,680732,18,5,2,1,0,3,1
831885,672629,3,0,0,0,0,2,0
831885,642528,3,1,1,0,0,2,1
831885,656464,3,1,0,0,0,1,0
831885,623149,3,0,0,1,0,0,0
831885,814783,3,1,0,1,0,1,0
831885,657044,3,2,1,1,0,0,0
831885,518876,6,4,5,2,0,1,2
831885,663462,3,1,0,0,0,0,0
831885,671922,2,0,0,1,0,1,0
831885,701533,1,0,0,0,0,0,0
831885,677944,12,1,0,2,0,2,0
831885,676282,12,1,0,0,0,6,0
825089,518876,21,3,1,3,0,6,0
825089,623149,3,0,0,0,0,2,0
825089,664199,3,0,0,0,0,0,0
825089,681810,4,1,0,0,0,1,0
825089,605280,17,5,2,2,0,6,0
825089,518886,3,0,0,2,0,1,0
825084,694297,3,0,0,0,0,0,0
825084,518876,18,8,3,0,0,4,1
825084,623149,3,0,0,0,0,1,0
825084,664199,1,0,0,0,0,0,0
825084,805299,2,0,0,1,0,0,0
825084,641816,15,8,6,0,0,6,1
825084,676775,3,0,0,0,0,3,0
825084,656529,4,0,0,1,0,0,0
825084,666711,2,1,0,0,0,1,0
823855,664126,3,0,0,0,0,2,0
823855,663969,15,2,0,2,0,5,0
823855,676534,3,0,0,0,0,2,0
823855,656848,3,0,0,0,1,1,0
823855,669622,3,1,0,1,0,3,0
823855,518876,18,4,2,2,0,1,0
823855,623149,3,1,0,0,0,1,0
823855,805299,3,0,0,1,0,2,0
824360,607536,11,8,7,4,0,3,0
824360,688642,13,4,2,0,0,1,0
824360,678020,3,1,0,1,0,1,0
824360,518876,27,4,1,0,0,3,1
825073,680728,5,4,1,0,1,0,0
825073,518876,15,6,7,3,1,4,3
825073,669704,3,1,1,3,0,1,0
825073,691769,4,5,5,1,0,2,2
825073,669371,6,2,0,0,1,1,0
825073,687606,6,2,0,0,0,2,0
825073,656492,15,2,1,0,0,4,1
823133,622491,15,2,1,2,0,3,0
823133,682243,15,1,0,1,0,6,0
823133,666661,6,1,0,1,0,5,0
823133,518876,16,8,2,2,1,2,2
823133,656464,2,0,0,0,0,2,0
823133,642528,1,1,0,1,0,0,0
823133,805299,3,1,0,0,0,0,0
823219,664141,9,1,0,1,0,1,0
823219,656529,2,1,0,1,0,1,0
823219,666711,1,2,2,1,0,0,0
823219,694738,15,7,2,1,0,7,1
823219,518876,21,4,2,2,0,4,0
823219,642528,3,1,0,0,0,0,0
823219,805299,3,0,0,0,1,1,0
823040,668941,3,0,0,0,0,0,0
823040,676617,3,0,0,0,0,0,0
823040,669467,18,6,1,0,1,2,0
823040,666277,1,0,0,0,0,0,0
823040,592773,2,2,1,0,0,0,1
823040,518876,18,7,3,3,0,2,0
823040,642528,1,0,0,0,0,0,0
823040,664199,5,0,0,1,1,2,0
822959,664076,3,1,1,0,0,2,1
822959,694680,3,1,0,0,0,1,0
822959,518886,3,0,0,0,0,1,0
822959,656876,18,3,0,1,2,5,0
822959,686753,3,1,0,0,0,1,0
822959,518876,18,8,5,2,0,3,3
822959,642528,3,1,0,0,0,1,0
823277,673513,3,1,1,2,0,0,1
823277,593974,3,0,0,0,0,1,0
823277,656288,14,7,2,0,0,5,0
823277,699134,4,0,0,0,0,2,0
823277,670970,3,0,0,0,0,2,0
823277,518876,21,3,1,3,0,6,1
823277,656464,3,0,0,0,0,1,0
823277,623149,3,0,0,0,0,2,0
823353,642397,3,1,0,0,0,2,0
823353,682254,3,0,0,1,0,1,0
823353,656605,16,6,2,1,0,4,0
823353,670990,5,1,0,0,0,1,0
823353,676760,3,0,0,0,0,0,0
823353,666661,4,0,0,0,0,2,0
823353,518876,17,4,0,1,1,6,0
823353,642528,3,2,1,0,0,1,0
823353,664199,4,3,0,0,0,0,0
825063,666661,3,1,0,0,0,1,0
825063,518876,15,8,2,2,0,6,1
825063,642528,3,1,0,0,0,1,0
825063,623149,3,1,1,0,0,2,1
825063,805299,3,1,0,0,0,0,0
825063,684974,8,0,0,0,0,1,0
825063,605540,11,2,3,1,0,6,1
825063,657649,5,2,1,1,0,2,0
824404,684974,3,0,0,0,1,1,0
824404,670036,2,1,0,1,0,1,0
824404,671922,4,0,0,2,0,1,0
824404,668909,17,1,0,1,0,10,0
824404,683769,1,0,0,1,0,0,0
824404,518876,15,8,5,4,0,5,1
824404,664199,5,0,0,0,0,1,0
824404,657044,4,0,0,0,0,2,0
825060,666661,3,1,1,1,0,1,0
825060,518876,15,4,1,2,0,3,1
825060,656464,3,1,0,0,0,0,0
825060,623149,1,1,0,1,0,0,0
825060,664199,3,1,0,1,0,0,0
825060,805299,2,0,0,0,0,1,0
825060,700241,19,6,1,1,0,5,1
825060,676617,3,1,0,1,0,1,0
825060,666277,2,0,0,0,0,1,0
825060,703725,3,1,2,1,0,1,1
825055,672629,6,3,1,1,0,1,0
825055,518876,15,5,2,1,0,3,1
825055,642528,3,0,0,0,0,1,0
825055,545121,3,2,2,1,1,0,0
825055,666126,1,0,0,0,0,0,0
825055,695611,14,8,6,4,0,5,3
825055,696522,7,4,1,1,0,2,0
825055,814305,2,5,8,3,0,1,2
825051,666661,1,0,0,0,0,1,0
825051,518876,17,2,1,4,0,4,0
825051,656464,3,0,0,0,0,2,0
825051,664199,1,3,1,0,0,0,0
825051,805299,5,2,1,0,0,0,1
825051,683618,3,1,0,0,0,2,0
825051,656945,3,1,0,2,0,1,0
825051,621242,1,1,2,1,0,1,1
825051,808963,18,4,2,1,0,5,1
824723,594027,5,2,0,0,0,1,0
824723,624133,16,4,4,2,1,3,1
824723,681544,3,1,0,0,0,1,0
824723,669062,3,0,0,1,0,1,0
824723,518876,12,7,6,4,0,2,1
824723,656464,3,3,2,0,0,0,1
824723,642528,3,1,0,0,0,0,0
824723,679885,3,0,0,1,1,0,0
824723,664199,3,2,1,1,0,1,0
824042,696147,5,0,0,0,0,3,0
824042,666171,6,0,0,1,0,1,0
824042,672282,19,9,3,0,0,8,0
824042,668964,8,3,0,1,0,0,0
824042,681810,2,2,0,1,0,0,0
824042,623211,4,0,0,0,0,1,0
824042,518886,3,1,0,1,0,1,0
824042,690997,12,6,3,1,0,6,0
823636,668964,6,0,0,1,0,2,0
823636,605280,18,3,0,1,0,6,0
823636,518886,3,0,0,0,0,3,0
823636,701552,6,0,0,2,0,1,0
823636,695418,7,1,0,0,0,1,0
823636,641793,11,5,4,3,0,1,2
825047,672629,6,1,0,1,0,4,0
825047,518876,15,6,6,3,0,2,2
825047,691769,3,1,0,0,0,0,0
825047,805299,3,0,0,0,0,1,0
825047,663372,15,7,2,3,0,2,0
825047,623474,3,0,0,2,0,0,0
825047,657514,3,3,1,0,0,0,1
825047,656786,2,1,0,2,0,0,0
825047,675848,1,0,1,2,0,1,0
825047,605447,3,0,0,1,0,0,0
824694,573204,3,0,0,0,0,2,0
824694,592791,18,5,1,3,0,4,1
824694,676962,6,2,0,1,0,1,0
824694,596133,2,0,0,0,0,0,0
824694,642547,17,3,3,2,1,3,1
824694,518886,3,1,0,1,0,0,0
824694,548384,2,1,1,0,0,0,1
823964,656945,3,1,0,0,0,0,0
823964,680736,24,2,0,0,0,2,0
823964,680702,6,2,0,1,0,5,0
823964,656849,15,5,4,4,1,7,1
823964,518886,3,1,0,0,0,0,0
824691,702303,3,1,0,0,0,2,0
824691,665871,17,3,1,0,0,3,1
824691,573204,3,1,0,0,0,1,0
824691,657097,4,0,0,0,0,2,0
824691,656686,3,1,0,0,0,1,0
824691,668964,6,1,0,1,0,2,0
824691,623211,1,0,0,2,0,1,0
824691,596133,4,0,0,0,0,0,0
824691,642207,3,2,1,0,0,3,0
824691,656849,11,3,0,0,1,1,0
824691,518886,2,0,0,0,0,1,0
824691,548384,2,1,0,0,0,0,0
823639,668964,7,2,0,0,0,3,0
823639,623211,2,1,1,0,0,0,1
823639,642207,2,3,1,0,0,2,0
823639,656849,10,4,1,1,0,2,1
823639,518886,2,2,3,1,0,1,0
823639,681035,4,0,1,5,1,1,0
823639,607455,1,1,1,1,0,0,0
823639,657746,15,7,4,2,0,5,2
823639,702193,8,2,2,0,0,4,0
822964,592155,3,0,0,0,0,0,0
822964,642121,3,0,0,0,0,2,0
822964,518886,3,0,0,0,0,0,0
822964,656876,18,4,2,2,0,5,0
822964,608379,21,6,1,1,0,5,0
822964,656638,3,0,0,0,0,1,0
822964,670167,3,0,0,1,0,2,0
822967,592155,3,3,1,0,0,0,1
822967,693855,15,7,3,0,1,4,1
822967,642121,6,0,0,0,0,4,0
822967,518886,3,0,0,0,0,0,0
822967,690925,3,1,1,2,0,2,0
822967,695418,9,2,0,0,1,5,0
822967,676917,8,6,2,3,0,1,0
822967,680730,7,1,0,1,0,2,0
823630,668964,3,1,1,0,0,1,1
823630,518886,3,0,0,0,0,1,0
823630,690997,21,6,3,3,1,7,1
823630,663947,1,2,2,0,0,0,1
823630,672456,14,4,4,2,0,2,2
823630,646241,2,1,1,1,0,0,0
823630,669724,3,1,1,0,0,0,1
823630,676568,4,2,1,1,0,0,1
824021,681217,2,1,0,0,0,1,0
824021,680570,7,3,2,2,1,1,0
824021,519141,6,2,1,0,0,0,1
824021,696147,3,4,5,2,0,1,2
824021,666171,3,0,0,0,0,1,0
824021,608718,6,1,0,0,0,0,0
824021,668984,5,2,1,0,1,1,0
824021,693855,10,2,2,3,1,3,1
824021,664076,2,0,0,0,0,2,0
824021,687330,6,1,0,0,0,3,0
824021,518886,1,0,0,2,1,0,0
824021,641329,3,0,0,0,1,2,0
824837,669358,21,7,1,2,0,9,0
824837,552640,3,0,0,0,0,1,0
824837,664991,3,2,0,0,0,0,0
824837,664076,6,0,0,0,0,3,0
824837,694680,9,3,0,2,0,1,1
824837,643377,6,4,1,0,0,3,0
824837,518886,3,1,0,0,0,2,0
824363,657514,3,0,0,0,0,0,0
824363,675848,6,0,0,0,0,5,0
824363,608372,16,3,4,2,0,1,1
824363,677955,2,1,0,0,0,2,0
824363,681810,6,1,0,0,0,3,0
824363,623211,3,0,0,0,1,0,0
824363,642207,3,0,0,0,0,1,0
824363,656849,12,3,2,0,0,6,0
824363,518886,3,1,0,0,0,1,0
822734,678391,2,4,3,0,0,0,0
822734,676571,3,1,1,1,0,1,0
822734,663623,12,6,2,1,0,6,1
822734,687377,3,0,0,0,0,0,0
822734,681402,6,1,0,1,0,0,0
822734,680730,9,2,1,0,0,2,1
822734,687606,1,5,6,1,0,0,0
822734,668964,4,2,1,1,0,1,0
822734,681810,6,0,0,1,0,1,0
822734,623211,6,1,0,2,0,1,0
822734,596133,3,1,0,0,1,2,0
822734,518886,3,2,0,0,0,0,0
822734,681035,12,4,3,3,1,5,0
822734,548384,2,1,1,2,0,0,0
822735,641793,15,5,2,0,0,3,1
822735,674841,12,2,2,1,0,5,1
822735,681810,3,4,2,0,0,0,0
822735,518886,8,2,2,0,0,2,1
822735,804267,13,4,4,2,0,3,1
822962,607259,17,6,1,0,0,3,1
822962,592155,1,0,0,0,0,0,0
822962,664076,3,1,0,0,0,0,0
822962,687330,3,1,0,0,0,0,0
822962,518886,3,0,0,1,0,1,0
822962,668678,20,4,5,2,1,0,2
822962,686228,4,2,1,0,0,0,0
824172,623352,3,0,0,1,0,2,0
824172,595345,4,0,0,0,0,1,0
824172,663567,17,3,0,1,0,6,0
824172,687911,3,1,0,0,0,0,0
824172,669438,17,5,2,1,0,9,2
824172,592155,4,0,0,0,0,3,0
824172,518886,3,1,0,0,0,0,0
824096,657756,2,0,1,2,1,0,0
824096,668674,3,0,0,0,0,0,0
824096,694360,4,1,0,0,0,1,0
824096,702070,11,9,6,3,0,0,2
824096,672021,4,1,2,6,0,0,0
824096,674444,3,0,0,0,0,1,0
824096,592155,3,0,0,1,0,1,0
824096,642121,3,1,1,0,0,1,1
824096,643377,18,5,3,0,0,5,2
824096,518886,3,0,0,0,0,0,0
822961,668984,4,0,0,0,0,0,0
822961,693855,20,0,0,1,0,7,0
822961,518886,3,1,2,1,0,2,1
822961,686475,3,6,5,0,0,0,1
822961,657756,3,2,1,0,0,1,0
822961,621381,3,0,0,0,0,1,0
822961,607625,15,7,7,2,0,3,3
824737,594027,3,1,0,0,0,1,0
824737,700842,7,3,3,2,0,3,1
824737,669711,2,2,0,0,0,0,0
824737,676477,3,1,0,0,0,1,0
824737,686580,3,0,0,0,0,1,0
824737,663558,6,0,0,0,0,0,0
824737,547973,3,0,0,0,0,2,0
824737,669438,15,8,5,1,0,4,3
824737,592155,3,0,0,0,0,0,0
824737,642121,3,0,0,1,0,1,0
824737,518886,3,0,0,1,0,1,0
822954,688297,3,2,1,1,0,0,0
822954,668984,6,2,3,3,1,2,1
822954,592155,5,1,1,0,0,2,1
822954,518886,3,2,1,0,0,1,0
822954,810938,3,0,0,0,0,0,0
822954,656876,7,7,6,0,0,2,1
822954,621112,6,2,1,0,0,3,1
822954,642232,3,2,0,0,0,0,0
822954,657612,3,1,0,0,0,0,0
822954,687396,5,3,1,0,0,3,0
822954,656234,2,2,2,1,0,0,0
822954,666808,2,0,0,1,1,0,0
822954,683409,6,0,0,0,0,3,0
824171,686613,12,6,6,4,0,3,2
824171,623352,3,0,0,1,0,1,0
824171,664299,6,2,1,1,0,4,1
824171,687911,3,1,0,0,0,2,0
824171,663878,3,0,0,2,0,0,0
824171,668984,0,1,2,1,0,0,1
824171,642121,3,2,3,1,0,0,0
824171,664076,2,1,0,0,0,1,0
824171,518886,4,1,0,0,0,1,0
824171,656876,15,6,5,1,1,2,2
822951,688297,9,0,0,0,0,3,0
822951,693855,10,6,5,3,1,3,1
822951,642121,2,1,1,0,0,1,1
822951,687330,1,0,0,1,0,0,0
822951,518886,5,2,1,1,0,2,0
822951,678606,4,1,0,0,1,2,0
822951,689546,6,1,0,0,0,0,0
822951,621074,3,0,0,1,0,1,0
822951,662253,3,0,0,1,0,2,0
822951,642100,3,0,0,1,0,0,0
822951,660825,3,2,2,0,0,1,1
822951,676106,5,0,0,1,0,2,0
824076,518886,3,0,0,0,0,1,0
824076,607625,18,9,5,0,0,3,0
824076,656638,3,0,0,0,0,2,0
824076,674444,3,2,2,0,0,0,1
824076,680723,3,3,4,2,0,0,0
824076,656240,1,1,0,0,0,1,0
824076,696522,0,2,3,1,0,0,0
824076,665660,3,0,0,0,0,0,0
824076,605488,17,5,2,3,1,1,1
824739,669711,3,1,0,0,0,1,0
824739,543243,18,5,1,4,0,5,1
824739,663558,3,1,0,0,0,0,0
824739,670245,3,1,0,1,0,2,0
824739,688297,6,1,0,1,0,0,0
824739,663556,15,5,5,3,1,3,1
824739,518886,3,0,0,0,0,2,0
822787,592332,10,9,4,2,0,1,0
822787,689254,2,1,0,0,0,0,0
822787,571578,7,7,4,0,0,3,1
822787,681751,6,3,3,1,0,3,1
822787,664702,2,1,0,0,0,0,0
822787,642121,6,0,0,0,0,0,0
822787,664076,3,0,0,0,0,1,0
822787,518886,3,0,0,0,0,0,0
822787,656876,15,7,2,1,0,5,0
823990,690829,3,0,0,0,0,2,0
823990,672282,24,2,0,0,0,11,0
823990,518886,4,1,0,0,0,0,0
823990,663878,3,1,1,1,0,1,0
823990,677976,17,4,0,2,0,6,0
822946,571927,6,0,0,1,0,3,0
822946,663556,9,0,1,2,1,3,0
822946,668984,2,0,0,0,0,1,0
822946,592155,2,1,1,0,0,1,0
822946,664076,3,0,0,1,0,2,0
822946,518886,2,1,0,1,0,1,0
822946,641329,3,0,0,2,0,2,0
822946,682608,6,1,1,0,0,2,1
822946,695239,4,0,0,0,0,1,0
822946,687239,2,2,1,0,0,1,1
822946,594835,9,5,1,2,0,1,0
822946,668390,3,1,0,0,0,0,0
822949,571927,4,1,1,0,0,0,1
822949,687330,3,0,0,0,0,2,0
822949,643377,17,5,1,3,0,10,0
822949,518886,3,1,1,1,1,1,0
822949,682608,2,1,0,0,0,1,0
822949,641302,3,1,0,0,0,1,0
822949,656641,3,0,0,0,0,0,0
822949,615698,16,2,1,1,0,7,0
822949,596001,3,1,0,0,0,0,0
823916,641778,19,4,1,2,1,6,0
823916,689017,8,2,0,0,0,2,0
823916,621016,5,2,0,1,0,2,0
823916,696131,9,3,1,2,0,1,1
823916,518886,3,0,0,1,0,0,0
823916,663738,7,3,3,0,0,3,2
822943,702047,5,3,3,0,0,2,1
822943,571927,3,0,0,0,0,0,0
822943,688297,1,1,1,0,0,1,1
822943,643377,15,4,1,0,0,8,1
822943,518886,3,1,2,2,0,1,0
822943,701474,3,2,1,0,0,1,1
822943,641743,19,7,0,1,0,3,0
