game_pk,pitcher,outs,hits,earned_runs,walks,hit_batters,strikeouts_official,home_runs_allowed
831735,622491,15,4,1,1,1,5,0
831735,666374,3,0,0,1,0,0,0
831735,813609,2,3,4,1,0,1,2
831735,672841,3,0,0,0,0,1,0
823318,695243,3,0,0,0,0,3,0
823318,621111,18,3,0,0,0,4,0
823318,592094,1,0,0,0,0,0,0
823318,670970,2,4,2,0,0,0,0
823318,606996,3,1,0,1,0,0,0
823318,675848,1,2,3,1,0,0,1
823318,608372,18,4,2,0,0,3,2
823318,622608,5,0,0,2,0,3,0
823318,677955,1,0,0,0,0,0,0
823315,650633,18,4,1,2,2,5,0
823315,695243,3,0,0,0,0,1,0
823315,592094,3,0,0,1,0,0,0
823315,670970,3,0,0,0,0,1,0
823315,668984,3,3,1,0,0,1,0
823315,693433,21,8,3,1,0,3,0
823313,695243,3,0,0,0,0,3,0
823313,621111,15,5,2,1,0,7,0
823313,592094,3,1,0,0,1,0,0
823313,699134,1,1,0,1,0,0,0
823313,670970,5,0,0,0,0,2,0
823313,677961,5,2,1,0,1,3,0
823313,622491,16,7,1,3,0,3,0
823313,681867,3,1,0,0,0,0,0
824369,623474,3,0,0,0,0,3,0
824369,801403,18,3,1,1,2,9,0
824369,657514,3,2,0,0,0,2,0
824369,675848,3,1,0,0,0,1,0
824369,592094,3,0,0,0,0,1,0
824369,670970,3,0,0,0,0,2,0
824369,681190,21,3,0,0,1,5,0
825093,694851,3,2,1,1,0,1,1
825093,694297,9,2,4,3,0,5,1
825093,642528,3,0,0,0,0,1,0
825093,664199,3,1,0,1,1,0,0
825093,668678,9,1,0,0,0,3,0
825093,695243,3,0,0,0,0,0,0
825093,592094,3,0,0,0,0,0,0
825093,608566,18,6,4,1,1,2,1
825093,670970,3,1,0,1,0,2,0
823307,695243,3,1,0,0,0,3,0
823307,592094,3,1,0,0,0,1,0
823307,656288,15,3,1,3,0,7,1
823307,670970,6,2,2,0,0,4,1
823307,641743,15,7,2,1,0,5,2
823307,673929,3,0,0,0,0,1,0
823307,663542,3,2,0,0,0,2,0
823307,699823,3,0,1,1,0,0,0
823227,664141,3,2,1,2,0,1,0
823227,657277,12,7,6,0,1,4,1
823227,666619,6,2,2,0,0,0,0
823227,621366,3,2,1,0,0,0,0
823227,666711,3,1,0,0,0,0,0
823227,621111,16,7,4,0,0,5,1
823227,592094,3,0,0,0,0,0,0
823227,669093,5,1,1,0,0,2,1
823227,676760,3,0,0,0,0,1,0
823306,650633,18,1,1,2,0,6,1
823306,593974,3,1,0,2,0,0,0
823306,592094,3,1,0,1,0,0,0
823306,699134,3,2,1,0,0,2,0
823306,668941,3,0,0,0,0,1,0
823306,676617,3,0,0,0,0,1,0
823306,666277,3,1,0,0,0,1,0
823306,669461,18,3,1,3,0,6,0
823304,695243,4,0,0,2,0,4,0
823304,592094,3,0,0,0,0,0,0
823304,669093,3,0,0,0,0,1,0
823304,670970,2,1,1,0,1,1,0
823304,681190,15,6,1,0,0,6,0
823304,694335,3,1,1,0,0,1,1
823304,677865,3,1,0,0,0,2,0
823304,669160,18,3,2,2,0,7,1
823791,682842,3,2,3,1,0,1,1
823791,676879,3,0,0,0,0,2,0
823791,694819,21,4,0,0,0,10,0
823791,650633,17,6,1,2,0,5,0
823791,695243,3,1,0,0,0,2,0
823791,592094,3,1,0,0,0,0,0
823791,669093,4,1,0,0,0,0,0
823140,678606,3,0,0,0,0,1,0
823140,695380,3,2,0,0,0,0,0
823140,681867,3,2,1,0,0,0,0
823140,676106,18,5,1,1,0,6,0
823140,695243,4,2,0,1,0,4,0
823140,592094,2,1,0,1,0,1,0
823140,670970,3,0,0,1,0,1,0
823140,681190,18,4,0,0,1,3,0
823139,689546,3,0,0,2,0,1,0
823139,682445,4,2,0,0,0,0,0
823139,669302,20,5,7,2,0,5,3
823139,593974,3,0,0,0,0,1,0
823139,621111,15,5,2,2,0,6,1
823139,592094,3,0,0,0,0,1,0
823139,669093,3,1,0,1,0,0,0
823139,670970,3,0,0,0,0,1,0
823139,689690,0,2,2,1,0,0,0
823301,650633,21,4,0,2,0,9,0
823301,695243,3,0,0,2,0,1,0
823301,592094,3,1,0,1,0,0,0
823301,669165,3,1,0,0,0,0,0
823301,808967,21,3,1,2,0,8,1
823298,621111,15,5,3,4,0,4,0
823298,592094,3,1,0,0,0,0,0
823298,699134,2,2,0,1,0,0,0
823298,669093,3,0,0,0,0,1,0
823298,670970,4,0,0,0,0,3,0
823298,660761,1,0,0,0,0,0,0
823298,678022,4,4,3,0,1,2,0
823298,605488,19,3,4,3,0,3,3
823300,695243,3,0,0,0,0,2,0
823300,592094,3,1,0,0,0,3,0
823300,669093,3,0,0,1,0,0,0
823300,670970,3,0,0,0,0,0,0
823300,608337,15,4,0,5,0,2,0
823300,669372,7,0,2,6,1,4,0
823300,605130,3,0,0,1,0,0,0
823300,660761,8,1,0,1,0,4,0
823300,669270,6,1,0,0,0,2,0
823295,621111,16,3,2,0,1,2,0
823295,592094,3,0,0,0,0,0,0
823295,669093,3,1,0,0,0,1,0
823295,670970,2,1,0,0,0,0,0
823295,676760,3,1,1,0,0,0,1
823295,621237,3,1,0,0,0,2,0
823295,650911,21,6,0,0,0,9,0
823295,680742,3,0,0,0,0,0,0
822732,669371,6,1,0,1,1,2,0
822732,687377,3,0,0,0,0,0,0
822732,680730,6,2,1,0,0,1,2
822732,687606,3,2,1,1,0,1,0
822732,674841,9,5,3,2,0,1,0
822732,673513,6,1,1,0,1,1,0
822732,695243,4,0,0,2,0,2,0
822732,592094,1,2,0,0,0,0,0
822732,669093,4,1,0,0,0,2,0
822732,670970,4,0,0,0,0,2,0
822732,608337,8,5,4,4,0,1,2
822729,690925,3,1,0,0,0,1,0
822729,687377,6,0,0,1,0,2,0
822729,641793,18,5,2,2,0,5,0
822729,673513,3,0,0,0,0,1,0
822729,592094,3,1,0,0,0,1,0
822729,656288,15,6,3,2,0,3,2
822729,669093,1,1,1,1,0,0,0
822729,670970,2,1,0,0,0,0,0
823460,621237,3,0,0,0,0,0,0
823460,661395,3,0,0,0,0,3,0
823460,689147,3,1,0,1,0,1,0
823460,605400,15,4,2,0,0,8,1
823460,641745,3,2,0,0,0,0,0
823460,673513,2,1,0,1,0,1,0
823460,592094,1,1,0,0,0,0,0
823460,699134,3,1,0,1,0,0,0
823460,669093,3,1,1,1,0,1,0
823460,681190,15,5,2,1,0,3,1
823456,650911,21,4,1,1,0,8,0
823456,661395,3,0,0,0,0,2,0
823456,641745,3,2,1,1,1,1,0
823456,593974,4,1,0,0,0,0,0
823456,621111,18,4,1,2,0,6,0
823456,592094,2,3,2,0,0,2,2
823292,695243,3,0,0,1,0,1,0
823292,592094,3,2,0,0,0,0,0
823292,656288,15,3,1,2,0,6,0
823292,699134,3,1,1,0,0,1,1
823292,670970,3,0,0,0,0,2,0
823292,681810,6,2,2,0,0,1,1
823292,690997,18,3,1,3,0,5,0
823289,695243,3,0,0,0,0,3,0
823289,621111,14,8,1,2,0,4,0
823289,592094,3,0,0,1,0,3,0
823289,699134,2,1,1,1,0,0,0
823289,670970,5,0,0,0,0,1,0
823289,622088,3,1,0,0,0,0,0
823289,685112,3,4,3,0,0,0,0
823289,671096,18,4,3,2,0,6,1
823290,673513,3,1,1,0,0,1,1
823290,695243,3,0,0,0,0,2,0
823290,688158,5,2,0,1,0,4,0
823290,592094,3,0,0,2,0,1,0
823290,699134,3,2,0,0,0,2,0
823290,670970,4,1,0,0,0,3,0
823290,608337,12,2,1,5,0,3,0
823290,622088,3,1,0,0,0,2,0
823290,663574,3,2,0,0,0,1,0
823290,657571,1,1,0,1,0,0,0
823290,594580,2,1,0,0,0,2,0
823290,687209,3,0,0,0,0,0,0
823290,656271,5,1,0,1,0,1,0
823290,695505,16,6,2,2,0,7,0
824823,669432,18,5,2,2,0,4,0
824823,670329,3,1,2,1,0,1,1
824823,689296,3,1,0,1,0,0,0
824823,666974,3,1,0,0,0,2,0
824823,695243,4,0,0,0,0,3,0
824823,621111,15,6,1,0,0,5,1
824823,592094,1,2,1,0,0,0,0
824823,699134,3,1,0,1,0,2,0
824823,670970,4,1,0,0,0,0,0
823044,694335,4,1,0,0,0,1,0
823044,688297,4,4,3,2,1,1,1
823044,681517,18,7,3,1,0,7,0
823044,677865,1,2,0,0,0,0,0
823044,592094,3,0,0,0,1,0,0
823044,656288,13,4,1,3,0,2,0
823044,699134,3,1,0,0,0,1,0
823044,670970,3,1,0,0,0,0,0
823044,606996,5,0,0,0,0,1,0
822886,656641,4,1,0,0,0,0,0
822886,594798,18,6,6,3,0,9,2
822886,596001,5,3,1,0,0,1,1
822886,673513,5,1,0,1,0,3,0
822886,688158,1,3,1,0,0,0,0
822886,593974,5,0,0,1,0,0,0
822886,592094,3,1,1,0,0,1,1
822886,681190,10,8,6,3,0,1,0
822885,682608,3,0,0,0,1,2,0
822885,641302,1,1,0,1,0,0,0
822885,656641,3,0,0,0,0,1,0
822885,605452,3,2,2,1,0,0,1
822885,669022,18,5,1,2,0,6,0
822885,668390,2,1,1,0,0,0,0
822885,695243,3,1,0,0,0,2,0
822885,621111,16,5,1,1,0,7,0
822885,592094,3,2,2,0,0,2,1
822885,670970,6,1,0,0,1,5,0
822885,606996,2,0,0,0,0,1,0
823285,673513,2,1,0,1,0,0,0
823285,593974,3,1,0,0,0,0,0
823285,621111,16,3,1,3,0,5,1
823285,592094,3,0,0,0,0,1,0
823285,670970,3,2,0,0,0,0,0
823285,683618,3,0,0,0,0,1,0
823285,642546,3,4,4,2,0,1,0
823285,592779,3,0,0,1,0,0,0
823285,676263,3,0,0,1,0,0,0
823285,808963,12,3,3,5,1,2,1
823281,673513,5,1,0,0,0,2,0
823281,650633,13,3,4,4,2,5,0
823281,593974,6,0,0,0,0,2,0
823281,592094,3,1,0,0,0,0,0
823281,681911,2,1,1,0,0,1,0
823281,683618,3,0,0,1,0,0,0
823281,656945,4,1,0,0,1,2,0
823281,694361,3,2,0,0,1,2,0
823281,686218,15,2,1,2,1,5,1
831602,664076,3,0,0,0,0,1,0
831602,663556,15,3,0,2,1,4,0
831602,592155,3,0,0,1,0,1,0
831602,669438,3,1,0,0,0,0,0
831602,692285,3,1,0,0,0,0,0
831602,700842,3,1,0,0,0,0,0
831602,687762,12,3,1,1,0,3,0
831602,664918,4,0,0,0,0,2,0
831602,663558,3,0,0,0,0,1,0
831602,687941,2,3,1,0,0,2,0
831592,693686,3,0,0,0,0,0,0
831592,656302,15,3,0,2,0,6,0
831592,680755,3,0,0,0,0,1,0
831592,689254,3,0,0,0,0,2,0
831592,686973,3,1,1,0,0,1,1
831592,607259,11,12,11,2,0,0,3
831592,685801,2,1,0,1,0,1,0
831592,693855,3,2,1,1,1,2,0
831592,664076,3,1,0,1,0,1,0
831592,592155,3,1,0,0,0,1,0
831592,695771,1,1,0,0,0,0,0
831592,804254,1,1,2,1,0,0,1
831545,686588,1,0,0,0,0,0,0
831545,656550,16,4,2,3,0,4,0
831545,628452,3,0,0,0,0,1,0
831545,663158,2,1,0,0,0,1,0
831545,811319,1,0,0,0,0,0,0
831545,641755,3,0,0,0,0,1,0
831545,669276,1,1,0,0,0,1,0
831545,804541,10,6,3,0,0,2,1
831545,664076,2,0,0,2,0,1,0
831545,592155,3,0,0,0,0,2,0
831545,807744,6,3,0,2,0,0,0
831545,689433,3,2,0,0,0,1,0
823860,676604,3,1,0,1,0,1,0
823860,663969,14,7,3,3,0,3,1
823860,687473,6,3,3,1,0,1,0
823860,687531,4,1,0,0,0,1,0
823860,592155,3,0,0,1,0,3,0
823860,642121,3,1,0,0,0,2,0
823860,656876,21,1,0,0,0,9,0
823939,656945,3,0,0,0,0,2,0
823939,669165,3,0,0,0,0,1,0
823939,694361,3,0,0,1,0,0,0
823939,680736,18,3,0,0,0,5,0
823939,592155,3,0,0,0,0,1,0
823939,656876,21,6,1,0,0,7,1
824093,663568,6,4,3,1,0,0,0
824093,663738,3,0,0,0,0,1,0
824093,677976,12,6,2,1,0,2,1
824093,674444,3,1,0,1,0,0,0
824093,670167,3,0,0,0,0,0,0
824093,592155,3,1,1,0,0,1,1
824093,693855,18,3,1,1,0,8,1
824093,664076,3,1,0,0,0,0,0
824093,641329,3,0,0,0,0,1,0
822956,592155,2,0,0,0,0,1,0
822956,693855,16,5,3,0,0,12,1
822956,664076,3,1,0,0,0,2,0
822956,687330,3,4,1,0,0,1,0
822956,641329,3,1,0,0,0,1,0
822956,621112,4,0,0,1,0,1,0
822956,657612,5,1,0,0,0,0,0
822956,687396,3,0,0,0,0,2,0
822956,701542,12,7,6,2,0,3,3
822953,668984,3,0,0,0,0,0,0
822953,592155,6,1,0,0,0,5,0
822953,664076,3,1,0,1,0,2,0
822953,643377,15,4,1,3,0,3,0
822953,621074,3,2,0,0,0,0,0
822953,669302,20,9,4,2,0,5,0
822953,642100,1,1,1,0,0,0,1
822788,663893,6,4,1,1,0,1,1
822788,656302,18,7,3,1,0,7,2
822788,680755,3,2,1,0,0,1,0
822788,668984,3,1,0,0,0,1,0
822788,607259,18,6,1,1,0,0,0
822788,592155,3,0,0,0,0,1,0
822788,641329,3,1,0,1,0,0,0
822784,693686,11,3,0,0,0,4,0
822784,686973,3,1,0,0,0,0,0
822784,663893,3,0,0,1,0,1,0
822784,656546,2,2,0,0,1,1,0
822784,689254,1,1,0,1,0,0,0
822784,680755,4,0,1,2,0,1,0
822784,643511,3,1,0,0,0,2,0
822784,592155,2,1,1,0,0,1,1
822784,687330,4,0,0,0,0,1,0
822784,643377,18,3,1,1,0,5,0
822784,641329,3,0,0,0,0,1,0
822944,592155,2,1,0,0,0,2,0
822944,664076,1,0,0,0,0,1,0
822944,687330,3,0,0,0,0,2,0
822944,641329,3,0,0,0,0,1,0
822944,656876,18,4,0,1,0,10,0
822944,670950,3,2,0,0,0,1,0
822944,622554,3,0,0,0,0,2,0
822944,702273,15,3,1,0,1,4,0
822944,663855,3,0,0,0,0,1,0
824322,656786,3,0,0,0,0,0,0
824322,675848,3,0,1,1,0,0,0
824322,608372,15,5,3,2,0,3,1
824322,688642,6,0,0,0,0,2,0
824322,669330,4,0,0,1,0,4,0
824322,607259,17,6,0,0,0,4,0
824322,592155,3,0,0,0,0,1,0
824322,664076,3,0,0,1,0,1,0
822939,669330,3,3,3,0,0,0,2
822939,663556,10,4,3,0,0,3,1
822939,668984,2,2,0,0,1,1,0
822939,592155,4,2,0,1,0,3,0
822939,687330,3,2,0,0,0,1,0
822939,641329,5,1,0,0,0,2,0
822939,670329,3,0,0,1,0,2,0
822939,687064,12,8,4,1,0,3,3
822939,677020,3,1,0,1,0,0,0
822939,666974,0,3,3,0,1,0,0
822939,676742,6,0,0,0,0,3,0
822839,686973,3,1,0,1,0,1,0
822839,592332,18,1,1,0,0,11,1
822839,656546,3,1,1,0,0,4,1
822839,643511,3,0,0,1,0,0,0
822839,622663,15,3,2,3,0,3,0
822839,686993,2,3,1,0,0,0,0
822839,605130,5,1,0,0,0,0,0
822839,663687,4,0,0,1,0,0,0
822835,667297,1,1,1,2,0,1,0
822835,663893,3,1,0,1,0,1,0
822835,592332,18,2,0,0,0,10,0
822835,656546,3,0,0,0,0,3,0
822835,689254,2,0,0,0,0,2,0
822835,643511,3,2,0,0,0,0,0
822835,680767,3,1,0,0,0,0,0
822835,623474,3,0,0,0,0,0,0
822835,607536,15,5,1,1,2,6,0
822835,657514,3,0,0,0,0,0,0
822835,622608,6,1,0,0,0,3,0
822831,686973,4,0,0,0,0,2,0
822831,592332,16,5,2,2,0,5,0
822831,656546,3,2,1,1,0,2,0
822831,689254,4,1,0,0,0,2,0
822831,681911,3,0,0,1,0,1,0
822831,621242,3,1,0,1,0,3,0
822831,595014,3,0,0,0,0,0,0
822831,808967,18,5,1,1,0,6,0
823802,682842,3,2,1,0,0,1,0
823802,681982,3,2,2,1,0,0,0
823802,694819,16,5,2,0,0,5,2
823802,669084,2,0,0,0,0,0,0
823802,672582,3,1,0,0,0,1,0
823802,656730,3,3,3,1,0,0,0
823802,686973,4,2,0,0,0,2,0
823802,592332,15,6,3,3,0,5,1
823802,656546,2,2,2,3,0,1,0
823802,689254,3,0,0,1,0,2,0
823802,680755,3,1,1,0,0,2,1
823802,643511,3,1,0,0,0,0,0
822826,686973,3,3,1,1,0,2,0
822826,592332,20,6,2,0,0,3,1
822826,689254,1,0,0,0,0,1,0
822826,643511,3,0,0,0,0,1,0
822826,641401,3,0,0,0,0,2,0
822826,670036,3,1,0,0,0,3,0
822826,688883,3,2,1,2,0,1,0
822826,676282,15,6,1,1,0,4,1
825100,694851,7,2,1,1,0,3,1
825100,694297,19,4,1,2,0,3,0
825100,669194,1,8,8,1,0,1,0
825100,667297,3,0,0,0,0,0,0
825100,592332,18,7,2,1,0,4,0
825100,689254,3,2,2,0,0,1,1
825100,680755,3,1,0,0,0,0,0
822986,668984,3,1,0,1,0,0,0
822986,642121,3,0,0,0,0,0,0
822986,685801,3,0,0,1,0,2,0
822986,656876,18,7,3,1,0,5,1
822986,686973,2,0,0,0,0,1,0
822986,592332,18,6,2,1,0,3,0
822986,656546,3,1,0,0,0,1,0
822986,643511,1,4,2,0,0,0,0
822816,686973,6,0,0,0,0,3,0
822816,592332,20,6,1,1,0,8,0
822816,689254,1,1,1,1,0,0,0
822816,696149,15,2,0,3,0,11,0
822816,642701,3,3,3,1,0,2,0
822816,664875,3,0,0,2,0,1,0
822816,684049,3,0,0,1,0,1,0
822809,686973,3,2,0,0,0,1,0
822809,592332,15,6,1,2,1,5,0
822809,656546,4,2,0,0,0,2,0
822809,689254,2,1,0,0,1,0,0
822809,643511,3,0,0,0,0,0,0
822809,664126,3,0,0,0,0,1,0
822809,667463,3,0,0,0,0,1,0
822809,656848,2,1,1,2,0,0,0
822809,677053,4,1,1,0,0,2,1
822809,691587,12,3,0,0,1,9,0
824918,663158,4,1,0,0,0,2,0
824918,628452,3,2,0,0,0,1,0
824918,693821,20,6,3,1,0,6,1
824918,592332,18,5,4,2,0,8,1
824918,657756,1,0,0,0,0,0,0
824918,689254,2,1,0,0,0,0,0
824918,680755,3,0,0,0,0,1,0
822807,671936,3,1,0,0,0,2,0
822807,686973,4,1,0,0,0,2,0
822807,592332,15,5,4,0,0,5,2
822807,657756,1,1,0,1,0,0,0
822807,643511,4,0,0,1,0,1,0
822807,669330,2,0,0,0,0,0,0
822807,670329,2,1,1,0,0,1,1
822807,669358,17,7,1,1,0,3,1
822807,664991,2,1,0,0,0,1,0
822807,666974,1,1,0,0,0,0,0
822797,680573,9,0,0,4,0,1,0
822797,592332,18,10,6,2,0,4,3
822797,656641,3,2,2,0,0,2,1
822797,669022,21,4,3,1,0,5,0
822797,596001,3,0,0,0,0,1,0
823205,702352,3,0,0,0,0,2,0
823205,694738,24,3,1,2,0,5,1
823205,667297,5,1,1,1,0,0,1
823205,671936,3,2,2,0,0,0,1
823205,592332,16,5,4,5,0,8,0
823274,695243,3,0,0,0,0,1,0
823274,608566,12,6,3,2,0,4,2
823274,670970,6,2,1,1,0,1,0
823274,606996,3,0,0,0,0,0,0
823274,676760,3,1,0,0,0,1,0
823274,592332,18,4,3,3,0,8,0
823274,656546,3,3,2,0,0,0,0
823274,643511,3,0,0,0,0,1,0
824730,594027,3,1,0,1,0,0,0
824730,669711,3,1,0,0,0,1,0
824730,686580,3,0,0,0,0,1,0
824730,624133,12,4,0,0,0,6,0
824730,670245,6,3,1,0,0,1,0
824730,671936,3,2,0,0,0,0,0
824730,663893,2,2,1,0,0,1,0
824730,592332,18,5,3,1,0,6,0
824730,680755,1,1,2,1,0,0,0
822781,592332,17,9,1,1,0,4,0
822781,656546,3,1,0,1,0,1,0
822781,689254,1,0,0,1,0,0,0
822781,680755,3,1,0,0,0,1,0
822781,643511,3,0,0,0,0,0,0
822781,687273,15,6,2,3,0,3,0
822781,703725,4,2,3,0,1,0,0
822781,657265,5,1,0,1,0,1,0
822696,690925,3,0,0,0,0,1,0
822696,676917,24,1,0,2,0,10,0
822696,592332,14,7,6,1,0,7,1
822696,650644,10,3,1,0,0,1,0
822969,607259,21,6,3,0,0,2,0
822969,687330,3,0,0,0,0,0,0
822969,641329,3,0,0,0,0,0,0
822969,676477,3,1,0,0,0,1,0
822969,592454,3,2,0,0,0,1,0
822969,801139,18,9,4,1,1,3,0
824750,669711,3,0,0,0,0,0,0
824750,592454,3,2,1,1,0,0,0
824750,801139,15,4,3,2,0,6,2
824750,670245,6,1,2,1,0,1,1
824750,667297,2,2,1,1,0,1,1
824750,686973,4,1,0,1,0,3,0
824750,656546,3,0,0,0,0,1,0
824750,656302,15,4,0,4,0,7,0
824750,643511,3,1,0,0,0,0,0
823124,622491,12,7,4,0,0,4,0
823124,682243,15,3,1,0,0,7,1
823124,669711,3,0,0,0,0,1,0
823124,686580,1,0,0,0,0,1,0
823124,624133,20,1,0,3,0,5,0
823124,592454,3,1,2,1,0,1,1
824743,592454,3,1,1,0,0,0,0
824743,801139,21,1,0,2,0,7,0
824743,670245,3,1,0,0,0,0,0
824743,642232,4,1,1,1,0,1,0
824743,701542,17,7,5,3,0,0,1
824743,660787,3,1,0,0,0,1,0
823242,676254,2,0,0,0,0,1,0
823242,694918,9,2,0,0,0,2,0
823242,592662,16,3,2,3,0,7,1
823242,640455,11,4,1,2,0,2,1
823242,656849,13,9,5,2,0,5,0
823235,676254,4,1,0,1,0,1,0
823235,676775,3,0,0,0,0,0,0
823235,592662,20,3,0,3,0,7,0
823235,650911,15,11,2,0,0,6,0
823235,689147,3,2,2,1,0,0,0
823235,647315,3,0,0,0,0,0,0
823235,621383,3,0,0,0,0,2,0
823229,676254,3,1,0,0,0,0,0
823229,676775,3,0,0,0,0,0,0
823229,592662,15,4,1,3,0,4,0
823229,669062,3,0,0,1,0,2,0
823229,657424,3,1,0,1,0,0,0
823229,663969,6,2,2,3,0,0,1
823229,669622,2,2,0,0,0,1,0
823229,691587,16,7,4,2,0,6,2
824531,641941,3,0,0,0,0,1,0
824531,663574,3,1,0,1,0,1,0
824531,663903,18,6,1,0,1,1,1
824531,668933,3,0,0,0,0,2,0
824531,676254,3,0,0,0,0,0,0
824531,676775,3,0,0,0,0,2,0
824531,668873,3,1,0,1,0,1,0
824531,592662,15,2,2,4,0,6,2
822990,663556,18,5,0,0,0,5,0
822990,693855,3,1,0,0,0,0,0
822990,642121,3,0,0,0,0,1,0
822990,641329,3,0,0,0,0,1,0
822990,664141,5,1,0,0,0,1,0
822990,592662,19,4,3,0,0,5,2
823225,676775,3,0,0,0,0,1,0
823225,668873,3,1,1,2,0,0,0
823225,592662,18,4,1,4,0,7,1
823225,657424,3,0,0,1,0,0,0
823225,681895,3,1,0,0,0,1,0
823225,669387,18,7,2,0,0,1,1
823225,664875,0,3,3,0,1,0,0
823225,676742,3,1,0,0,0,3,0
823952,656945,3,1,0,0,0,0,0
823952,669165,3,1,0,0,0,2,0
823952,660271,21,4,0,2,0,8,0
823952,666711,4,0,0,1,0,0,0
823952,663941,6,2,0,0,0,0,0
823952,592662,14,7,3,2,0,2,2
825087,642528,3,1,0,0,0,0,0
825087,668678,18,4,2,1,0,5,1
825087,657044,3,1,0,0,0,1,0
825087,805299,3,2,0,0,0,1,0
825087,664141,5,3,1,0,0,1,0
825087,621366,6,2,0,0,0,1,0
825087,592662,13,11,9,2,0,1,2
823220,676775,6,1,0,1,0,1,0
823220,668873,3,0,0,0,0,3,0
823220,592662,12,2,4,7,0,3,1
823220,669062,3,0,0,0,0,1,0
823220,657424,3,1,1,0,0,0,1
823220,685126,3,2,0,0,0,2,0
823220,691799,1,1,2,1,0,0,1
823220,622554,3,1,0,0,0,2,0
823220,702273,12,6,6,1,2,1,1
823220,699823,5,1,0,0,0,1,0
824354,624522,6,4,3,0,0,2,1
824354,657514,3,1,0,1,0,1,0
824354,675848,2,2,3,1,0,1,0
824354,688642,3,7,7,1,0,2,1
824354,685299,9,6,4,1,1,2,0
824354,664954,4,5,2,0,0,1,1
824354,664141,5,0,0,0,0,1,0
824354,668873,3,0,0,1,0,2,0
824354,666711,4,2,0,1,0,1,0
824354,663941,3,3,2,1,0,0,0
824354,592662,12,5,1,2,0,6,0
823215,693313,4,5,4,1,0,1,0
823215,665665,6,2,1,0,0,2,1
823215,592662,17,7,5,0,0,3,1
823215,687377,3,0,0,0,0,1,0
823215,681402,0,2,3,1,0,0,0
823215,680730,0,2,2,0,0,0,1
823215,687606,3,4,5,3,0,1,2
823215,656492,18,6,1,0,0,5,1
824912,689266,6,2,2,0,0,1,2
824912,675916,3,0,0,0,0,0,0
824912,625643,6,1,0,0,0,1,0
824912,656550,6,4,3,3,0,2,0
824912,683627,6,3,2,0,0,0,1
824912,681916,3,2,0,1,0,1,0
824912,668873,2,0,0,0,0,2,0
824912,605288,3,3,2,1,0,2,1
824912,592662,19,2,0,2,0,8,0
823210,668873,3,1,0,1,0,1,0
823210,592662,24,2,0,4,0,6,0
823210,640454,4,1,0,1,0,2,0
823210,686930,3,1,1,2,0,3,0
823210,660761,5,1,0,1,0,1,0
823210,650644,12,6,2,0,1,5,1
824334,807743,17,12,6,2,1,4,1
824334,675848,4,0,0,1,0,2,0
824334,605447,3,1,0,0,0,2,0
824334,622608,3,1,0,0,0,0,0
824334,681916,3,0,0,1,0,0,0
824334,668873,3,2,1,0,0,2,0
824334,656529,3,0,0,0,0,1,0
824334,592662,18,5,3,3,0,4,1
823200,681916,3,0,0,0,0,1,0
823200,676775,2,1,0,0,0,0,0
823200,668873,0,3,3,1,0,0,0
823200,656529,4,1,0,0,0,3,0
823200,592662,15,4,1,6,0,4,0
823200,669062,3,1,0,0,0,1,0
823200,623474,3,2,1,1,0,1,0
823200,657514,3,0,0,1,0,0,0
823200,675848,1,0,0,0,0,0,0
823200,685299,15,8,1,1,0,1,1
823200,605447,2,1,1,3,0,0,0
823200,622608,3,0,0,0,0,1,0
823113,669302,18,4,3,1,0,10,1
823113,662253,3,0,0,0,0,2,0
823113,642100,3,0,0,1,0,1,0
823113,660825,3,1,0,0,0,3,0
823113,656529,3,0,0,0,0,0,0
823113,605288,9,4,3,1,0,1,2
823113,592662,12,8,1,2,0,6,0
823271,593974,2,1,1,1,0,1,0
823271,676664,11,7,3,1,1,2,1
823271,681190,14,3,0,1,0,1,0
823271,681916,3,1,0,0,0,2,0
823271,668873,3,0,0,1,0,1,0
823271,592662,18,4,1,1,1,6,0
823271,669062,3,1,0,0,0,1,0
823266,673513,6,1,1,1,0,0,1
823266,593974,6,3,1,0,0,1,0
823266,592662,15,7,4,5,0,2,1
823266,650556,4,0,0,1,0,2,0
823266,669854,14,4,3,3,1,1,1
823266,623352,3,0,0,0,0,1,0
823266,595345,3,2,0,0,0,1,0
823266,805123,2,1,0,1,0,2,0
823266,656986,1,0,0,0,0,0,0
823586,642376,2,1,0,0,0,1,0
823586,673380,6,2,1,0,0,1,1
823586,674073,4,1,1,2,0,1,0
823586,804267,15,6,3,1,0,7,2
823586,695243,3,0,0,0,0,2,0
823586,699134,1,1,0,0,0,1,0
823586,670970,5,2,1,1,0,3,1
823586,592662,18,3,1,3,0,4,1
823263,695243,3,0,0,2,0,1,0
823263,699134,6,1,0,1,0,3,0
823263,669093,3,0,0,0,0,1,0
823263,670970,6,2,0,2,0,4,0
823263,606996,3,0,0,2,0,2,0
823263,592662,12,2,2,3,0,4,1
823263,694477,2,0,1,2,0,0,0
823263,676879,2,2,0,0,0,1,0
823263,622608,2,1,1,0,1,0,0
823263,669160,21,4,1,2,0,6,1
823263,656730,5,0,0,1,0,0,0
823081,694335,1,3,3,0,0,0,0
823081,688297,1,3,1,0,0,0,0
823081,668941,2,2,0,0,0,0,0
823081,677865,1,1,2,1,0,0,0
823081,676617,4,1,0,0,0,2,0
823081,669461,15,7,1,2,0,2,1
