game_date,game_pk,team,opponent,runs,plate_appearances,hits,home_runs,strikeouts,walks,iso,k_rate,bb_rate,hr_rate,runs_last14,k_rate_last14,bb_rate_last14,hr_rate_last14,iso_last14
2026-05-29,822978,LAA,TB,5,78,21,3,15,8,0.19230769230769232,0.19230769230769232,0.10256410256410256,0.038461538461538464,3.5714285714285716,0.24914664957909174,0.09638496741527344,0.02742166672322075,0.1274031952925437
2026-05-30,822975,LAA,TB,14,87,17,5,18,14,0.22988505747126436,0.20689655172413793,0.16091954022988506,0.05747126436781609,3.7857142857142856,0.23907338950583168,0.09721746824777429,0.028004417305971335,0.13464595253530096
2026-05-31,822976,LAA,TB,2,77,16,2,12,9,0.1038961038961039,0.15584415584415584,0.11688311688311688,0.025974025974025976,4.785714285714286,0.23599457177184152,0.10176727667689305,0.02913331714176772,0.1411456788626135
2026-06-01,824027,LAA,COL,8,90,20,3,16,14,0.16666666666666666,0.17777777777777778,0.15555555555555556,0.03333333333333333,4.785714285714286,0.23399000819092322,0.09944283592880698,0.030167586648943635,0.14117766657933029
2026-06-02,824026,LAA,COL,2,79,18,2,16,7,0.17721518987341772,0.20253164556962025,0.08860759493670886,0.02531645569620253,5.285714285714286,0.2251620021026432,0.10468310555263824,0.03254853902989601,0.1511254813216656
2026-06-03,824024,LAA,COL,11,80,23,2,17,6,0.1625,0.2125,0.075,0.025,5.428571428571429,0.22257097891838365,0.1056817290715716,0.03329075921288703,0.159519316845673
2026-06-05,823943,LAA,LAD,0,63,6,1,23,5,0.06349206349206349,0.36507936507936506,0.07936507936507936,0.015873015873015872,5.785714285714286,0.226638439235844,0.1054833163731589,0.03269552111764893,0.1576343962107524
2026-06-06,823942,LAA,LAD,2,69,12,3,14,4,0.17391304347826086,0.2028985507246377,0.057971014492753624,0.043478260869565216,5.428571428571429,0.23740941429253334,0.1026488492529775,0.030427947421503808,0.14771376129011746
2026-06-07,823941,LAA,LAD,13,87,26,4,23,9,0.1724137931034483,0.26436781609195403,0.10344827586206896,0.04597701149425287,5.428571428571429,0.2326713986849525,0.10037937959220349,0.032617786567864696,0.156473117875561
2026-06-08,824025,LAA,HOU,4,86,16,1,25,10,0.11627906976744186,0.29069767441860467,0.11627906976744186,0.011627906976744186,5.714285714285714,0.24351909983437775,0.10151854215377984,0.030544715960311327,0.14646696024009304
2026-06-09,824023,LAA,HOU,10,83,15,0,19,12,0.024096385542168676,0.2289156626506024,0.14457831325301204,0.0,5.642857142857143,0.24851327509433377,0.10240303971601827,0.0295199931747912,0.14549617023275818
2026-06-10,824022,LAA,HOU,2,69,11,4,20,3,0.18840579710144928,0.2898550724637681,0.043478260869565216,0.057971014492753624,6.285714285714286,0.2336143938550911,0.10938184780551914,0.028403921746219772,0.14386912634291307
2026-06-12,824020,LAA,TB,4,79,19,0,19,9,0.0759493670886076,0.24050632911392406,0.11392405063291139,0.0,5.714285714285714,0.23499059651006612,0.10576474879200069,0.029183363957887044,0.14136029672410902
2026-06-13,824019,LAA,TB,8,76,20,1,19,6,0.06578947368421052,0.25,0.07894736842105263,0.013157894736842105,6.0,0.23617814880285176,0.1064394944129016,0.02811726587686359,0.1403886630300117
2026-06-14,824021,LAA,TB,3,81,16,4,15,9,0.18518518518518517,0.18518518518518517,0.1111111111111111,0.04938271604938271,6.071428571428571,0.23429844955473142,0.10268009591666101,0.028117265876863588,0.1366292645337711
2026-06-15,825071,LAA,AZ,3,71,18,3,10,3,0.16901408450704225,0.14084507042253522,0.04225352112676056,0.04225352112676056,5.928571428571429,0.23378969904598093,0.10329059652716162,0.028897349990281037,0.1361205140250206
2026-06-16,825070,LAA,AZ,7,73,19,2,16,2,0.1643835616438356,0.2191780821917808,0.0273972602739726,0.0273972602739726,5.142857142857143,0.22907173609586648,0.09481445230550986,0.027810368330205643,0.13177258738471903
2026-06-17,825072,LAA,AZ,1,72,17,2,10,7,0.18055555555555555,0.1388888888888889,0.09722222222222222,0.027777777777777776,5.5,0.2335955879778397,0.08842260540485669,0.027912027923058972,0.13609312008098556
2026-06-18,824989,LAA,ATH,0,71,12,2,16,7,0.11267605633802817,0.22535211267605634,0.09859154929577464,0.028169014084507043,5.0,0.2308178102000619,0.08425593873819004,0.027515202526233577,0.13708518357304905
2026-06-19,824990,LAA,ATH,11,92,23,9,22,14,0.34782608695652173,0.2391304347826087,0.15217391304347827,0.09782608695652174,4.857142857142857,0.23244784356480735,0.08496907833526615,0.027718956696826755,0.13247524546337838
2026-06-20,824988,LAA,ATH,7,79,17,1,20,6,0.13924050632911392,0.25316455696202533,0.0759493670886076,0.012658227848101266,4.857142857142857,0.2343500174778508,0.09048150069551461,0.03292082005086402,0.1457128231031299
2026-06-21,824987,LAA,ATH,9,78,17,4,18,8,0.16666666666666666,0.23076923076923078,0.10256410256410256,0.05128205128205128,5.357142857142857,0.22635610261232655,0.0902375212471952,0.03269119233479869,0.15112342616291927
2026-06-22,824016,LAA,BAL,1,73,18,3,22,2,0.1643835616438356,0.3013698630136986,0.0273972602739726,0.0410958904109589,5.857142857142857,0.22834686547265462,0.09342274182372012,0.03324860593569055,0.15060582781923396
2026-06-23,824017,LAA,BAL,5,64,11,1,21,4,0.0625,0.328125,0.0625,0.015625,5.0,0.2309898688242078,0.08799052642457039,0.03289995442974099,0.15003223985783304
2026-06-24,824018,LAA,BAL,6,88,18,3,27,10,0.13636363636363635,0.3068181818181818,0.11363636363636363,0.03409090909090909,5.071428571428571,0.2336632492228789,0.08414916429832453,0.03318546107425926,0.1461908777315872
2026-06-26,824014,LAA,ATH,3,78,19,1,21,6,0.07692307692307693,0.2692307692307692,0.07692307692307693,0.01282051282051282,4.785714285714286,0.239227714877706,0.0819390250399925,0.035620526009324194,0.15420996707597776
2026-06-27,824015,LAA,ATH,5,73,14,1,21,6,0.0958904109589041,0.2876712328767123,0.0821917808219178,0.0136986301369863,4.857142857142857,0.23775455036106322,0.08432794047238619,0.032395490175592706,0.14624691563466546
2026-06-28,824011,LAA,ATH,4,67,12,1,14,4,0.04477611940298507,0.208955223880597,0.05970149253731343,0.014925373134328358,4.928571428571429,0.24112347205840523,0.08206134977160094,0.03337396375680601,0.14767127591111517
2026-06-29,823121,LAA,SEA,2,67,14,4,14,4,0.22388059701492538,0.208955223880597,0.05970149253731343,0.05970149253731343,4.642857142857143,0.23819170233559075,0.08068664435133385,0.03350021221376932,0.14617032203388478
2026-06-30,823122,LAA,SEA,3,75,19,0,22,6,0.013333333333333334,0.29333333333333333,0.08,0.0,4.571428571428571,0.23988956224240585,0.07701452873891972,0.03423726767719294,0.14893428002172335
2026-07-02,823119,LAA,SEA,0,64,6,0,20,5,0.015625,0.3125,0.078125,0.0,4.571428571428571,0.2507815810217486,0.07971070580129398,0.03121915902528147,0.13781422636645846
2026-07-03,824013,LAA,BOS,2,73,18,2,17,3,0.136986301369863,0.2328767123287671,0.0410958904109589,0.0273972602739726,4.071428571428571,0.25744743229376427,0.08333411578172452,0.029262211862854857,0.1271886148204702
2026-07-04,824012,LAA,BOS,1,74,11,3,15,9,0.16216216216216217,0.20270270270270271,0.12162162162162163,0.04054054054054054,4.142857142857143,0.2641608482537555,0.07932509208091998,0.029235032041154487,0.12407652523577788
2026-07-05,824010,LAA,BOS,5,79,19,3,24,4,0.13924050632911392,0.3037974683544304,0.05063291139240506,0.0379746835443038,4.214285714285714,0.26254303325565886,0.08097009724705193,0.03011871250229974,0.12761124708035887
2026-07-07,822881,LAA,TEX,3,74,20,2,18,4,0.0945945945945946,0.24324324324324326,0.05405405405405406,0.02702702702702703,3.7857142857142856,0.26716210708221755,0.07371716855768953,0.025843612258569883,0.11271227703554403
2026-07-08,822880,LAA,TEX,13,78,18,4,23,7,0.20512820512820512,0.2948717948717949,0.08974358974358974,0.05128205128205128,3.5,0.26645344181659025,0.07215321762665002,0.02686995505706458,0.10952328334022121
2026-07-09,822877,LAA,TEX,6,80,21,3,25,5,0.1625,0.3125,0.0625,0.0375,3.7857142857142856,0.2710321963953448,0.07123746671089909,0.026869955057064583,0.11227053608747398
2026-07-10,823685,LAA,MIN,4,75,19,1,10,5,0.14666666666666667,0.13333333333333333,0.06666666666666667,0.013333333333333334,4.142857142857143,0.27182720618008066,0.07374480526275819,0.02661310574199609,0.11213599597005715
2026-07-11,823682,LAA,MIN,3,75,19,1,13,8,0.13333333333333333,0.17333333333333334,0.10666666666666667,0.013333333333333334,4.071428571428571,0.2579135157038902,0.07404242431037723,0.02644941526580561,0.11814790073196191
2026-07-12,823681,LAA,MIN,2,67,13,3,14,6,0.14925373134328357,0.208955223880597,0.08955223880597014,0.04477611940298507,3.857142857142857,0.24837888366925817,0.07354458881254175,0.02496673128312163,0.11793145051551168
2026-07-17,824009,LAA,DET,1,70,11,0,26,5,0.05714285714285714,0.37142857142857144,0.07142857142857142,0.0,3.7857142857142856,0.24407348757281727,0.07444667180417697,0.027249274610441077,0.12309792583124073
2026-07-18,824008,LAA,DET,0,75,18,2,17,3,0.12,0.22666666666666666,0.04,0.02666666666666667,3.5,0.2500561546122358,0.07367787113322366,0.026270801029227773,0.12033024341580881
2026-07-19,824007,LAA,DET,3,73,13,2,17,8,0.0958904109589041,0.2328767123287671,0.1095890410958904,0.0273972602739726,3.2142857142857144,0.2513212576683836,0.0722706216662727,0.02710946485296622,0.125703377744167
2026-07-20,824006,LAA,STL,2,66,10,1,18,4,0.07575757575757576,0.2727272727272727,0.06060606060606061,0.015151515151515152,3.2857142857142856,0.2530299354146815,0.07583401799188534,0.02480201969129902,0.11656122159730835
2026-07-21,824005,LAA,STL,5,71,17,1,20,5,0.07042253521126761,0.28169014084507044,0.07042253521126761,0.014084507042253521,3.2142857142857144,0.25155807394282,0.07444873660660396,0.025884270773550103,0.12102009605618282
2026-07-22,824004,LAA,STL,0,67,10,1,20,5,0.05970149253731343,0.29850746268656714,0.07462686567164178,0.014925373134328358,3.5714285714285716,0.24935736971746789,0.07389856055026592,0.026890306990853926,0.1249342057141305
2026-07-24,823196,LAA,SF,6,82,18,3,18,10,0.17073170731707318,0.21951219512195122,0.12195121951219512,0.036585365853658534,3.4285714285714284,0.25404528045731073,0.07629363021174328,0.025999457909450765,0.11941386222609125
2026-07-25,823197,LAA,SF,2,79,20,2,14,7,0.12658227848101267,0.17721518987341772,0.08860759493670886,0.02531645569620253,3.7857142857142856,0.25524595848725706,0.07631717291821281,0.025716945431816334,0.12002597259429917
2026-07-26,823194,LAA,SF,4,73,13,2,19,9,0.1232876712328767,0.2602739726027397,0.1232876712328767,0.0273972602739726,3.5714285714285716,0.24620436716718475,0.07902965031423449,0.0248127862998091,0.11912181346229193
2026-07-27,824001,LAA,HOU,4,83,11,2,18,11,0.10843373493975904,0.21686746987951808,0.13253012048192772,0.024096385542168676,3.642857142857143,0.24742084783572021,0.0839749086841504,0.024839231531733785,0.12117131893645496
2026-07-28,824003,LAA,HOU,2,76,16,2,28,4,0.10526315789473684,0.3684210526315789,0.05263157894736842,0.02631578947368421,3.0,0.24184911033627188,0.08703108945117455,0.02289739826459931,0.11426457106585165
2026-07-29,824002,LAA,HOU,4,81,20,2,16,7,0.13580246913580246,0.19753086419753085,0.08641975308641975,0.024691358024691357,2.7142857142857144,0.2458434712385275,0.08632620223312944,0.022098526084148185,0.11017622520119
2026-07-31,823999,LAA,MIL,2,76,13,3,18,9,0.14473684210526316,0.23684210526315788,0.11842105263157894,0.039473684210526314,2.7142857142857144,0.25042900915739874,0.0877371369773975,0.02290981356210233,0.10940021109184254
2026-08-01,824000,LAA,MIL,1,70,10,1,22,6,0.08571428571428572,0.3142857142857143,0.08571428571428572,0.014285714285714285,2.642857142857143,0.2549653500095291,0.08857673597489124,0.024776981481901827,0.11021474743269469
2026-08-02,823996,LAA,MIL,3,64,9,1,22,7,0.046875,0.34375,0.109375,0.015625,2.5714285714285716,0.26248895646703746,0.08830259646834236,0.02259909540209677,0.10567621560205198
2026-08-04,824805,LAA,BAL,1,68,14,1,18,4,0.11764705882352941,0.2647058823529412,0.058823529411764705,0.014705882352941176,2.7142857142857144,0.2605119156507109,0.09101305565201581,0.023715166830668204,0.10494279723470504
2026-08-05,824806,LAA,BAL,2,64,10,4,23,2,0.203125,0.359375,0.03125,0.0625,2.7857142857142856,0.2632290024854448,0.09235759346714188,0.022860825093973525,0.10477473000781427
2026-08-06,824804,LAA,BAL,4,77,13,2,16,13,0.1038961038961039,0.2077922077922078,0.16883116883116883,0.025974025974025976,2.7142857142857144,0.27226459446196144,0.08676194767457827,0.025368163645832626,0.1124343435107497
2026-08-07,823836,LAA,MIA,4,80,18,2,15,9,0.1,0.1875,0.1125,0.025,2.857142857142857,0.2676263755380282,0.0944923125478003,0.026141200133154824,0.11444423837778743
2026-08-08,823834,LAA,MIA,0,71,15,0,20,6,0.08450704225352113,0.28169014084507044,0.08450704225352113,0.0,2.7857142857142856,0.26089850833480893,0.09749784574699547,0.026920878201565284,0.11655691443412548
2026-08-09,823835,LAA,MIA,3,84,21,3,24,9,0.15476190476190477,0.2857142857142857,0.10714285714285714,0.03571428571428571,2.7857142857142856,0.2596972710604163,0.09820357264570113,0.02585478012054183,0.11832873941385458
2026-08-10,823998,LAA,TEX,1,83,14,1,22,10,0.03614457831325301,0.26506024096385544,0.12048192771084337,0.012048192771084338,2.5714285714285716,0.2644259918170116,0.0971458324764627,0.025792560110586633,0.11718803923134256
2026-08-11,823997,LAA,TEX,3,66,11,1,14,5,0.07575757575757576,0.21212121212121213,0.07575757575757576,0.015151515151515152,2.5,0.27070063832347147,0.09942257053175804,0.024844827044506763,0.11072820350507402
2026-08-12,823994,LAA,TEX,5,73,15,1,15,6,0.0684931506849315,0.2054794520547945,0.0821917808219178,0.0136986301369863,2.4285714285714284,0.2672611554319338,0.09602756371209367,0.02397013096433123,0.10733319668540965
2026-08-13,823995,LAA,TEX,7,76,20,0,18,5,0.013157894736842105,0.23684210526315788,0.06578947368421052,0.0,2.5,0.26644772558731067,0.09243196802209297,0.023227434149675343,0.10448029781006483
2026-08-14,823993,LAA,KC,6,77,20,3,19,4,0.16883116883116883,0.24675324675324675,0.05194805194805195,0.03896103896103896,2.857142857142857,0.25704922934670915,0.09337181764615311,0.021347734901555043,0.09790135044164379
2026-08-15,823990,LAA,KC,1,60,8,0,20,3,0.016666666666666666,0.3333333333333333,0.05,0.0,3.0,0.26056511381497455,0.09090955327912685,0.022366997825579875,0.10026054327702708
2026-08-16,823991,LAA,KC,0,67,8,2,16,4,0.08955223880597014,0.23880597014925373,0.05970149253731343,0.029850746268656716,2.9285714285714284,0.26745734439141566,0.08602233523401406,0.01954744895339942,0.09111267360284163
2026-08-18,824154,LAA,HOU,3,68,11,2,18,4,0.10294117647058823,0.2647058823529412,0.058823529411764705,0.029411764705882353,2.857142857142857,0.2620659340959542,0.08416427857851605,0.020659236952181022,0.09138681310939052
2026-08-19,824155,LAA,HOU,2,68,10,1,23,7,0.07352941176470588,0.3382352941176471,0.10294117647058823,0.014705882352941176,2.857142857142857,0.25641992569259286,0.08055345925078496,0.021644005859744048,0.09539154000014682
2026-08-20,824153,LAA,HOU,18,88,26,2,16,6,0.1590909090909091,0.18181818181818182,0.06818181818181818,0.022727272727272728,2.9285714285714284,0.261672026532929,0.08370471975498664,0.021644005859744048,0.09224027949594514
2026-08-21,822857,LAA,TEX,1,77,14,0,24,6,0.05194805194805195,0.3116883116883117,0.07792207792207792,0.0,4.071428571428571,0.24898939666279915,0.08634270676797365,0.01880309676883496,0.08909498728815293
2026-08-22,822858,LAA,TEX,3,68,11,0,12,4,0.08823529411764706,0.17647058823529413,0.058823529411764705,0.0,3.857142857142857,0.2564105469410923,0.07984920027446715,0.016947809199261674,0.08538441214900637
2026-08-23,822856,LAA,TEX,3,73,19,3,19,3,0.2328767123287671,0.2602739726027397,0.0410958904109589,0.0410958904109589,3.7857142857142856,0.25562273181504186,0.07601516666102179,0.015162094913547388,0.08454407601455258
2026-08-24,823992,LAA,CLE,2,71,14,1,13,4,0.07042253521126761,0.18309859154929578,0.056338028169014086,0.014084507042253521,4.0,0.2540930055120182,0.07291437010083876,0.01809751565718731,0.09514190959135586
2026-08-25,823989,LAA,CLE,6,96,22,3,28,10,0.15625,0.2916666666666667,0.10416666666666667,0.03125,3.9285714285714284,0.2467633130716618,0.06928545374556426,0.016552531466327867,0.08911766890916749
2026-08-26,823988,LAA,CLE,3,76,15,0,12,11,0.02631578947368421,0.15789473684210525,0.14473684210526316,0.0,4.285714285714286,0.24866377205043402,0.06812007795669449,0.01792408912553613,0.09769662760107799
2026-08-28,823985,LAA,PHI,3,74,14,1,14,7,0.04054054054054054,0.1891891891891892,0.0945945945945946,0.013513513513513514,4.285714285714286,0.2447904523876407,0.07304716841010074,0.016841838043285047,0.09416507143794288
2026-08-29,823986,LAA,PHI,2,78,11,1,16,9,0.05128205128205128,0.20512820512820512,0.11538461538461539,0.01282051282051282,4.142857142857143,0.24362686218295462,0.07393308367957764,0.016828615427322707,0.09216845642762925
2026-08-30,823987,LAA,PHI,2,79,18,2,17,8,0.12658227848101267,0.21518987341772153,0.10126582278481013,0.02531645569620253,3.7857142857142856,0.24136158360188653,0.07747559380103512,0.017744366343073623,0.09489161046657277
2026-08-31,823982,LAA,NYY,10,76,18,1,20,4,0.09210526315789473,0.2631578947368421,0.05263157894736842,0.013157894736842105,3.5,0.23910705693506332,0.08099829171794644,0.016769753252728163,0.09187383258441874
2026-09-01,823984,LAA,NYY,3,79,23,2,20,5,0.12658227848101267,0.25316455696202533,0.06329113924050633,0.02531645569620253,4.142857142857143,0.23409452560674252,0.08118626164275847,0.01770960287678831,0.0972623037623636
2026-09-02,823983,LAA,NYY,3,75,16,2,24,1,0.09333333333333334,0.32,0.013333333333333334,0.02666666666666667,4.357142857142857,0.23512013895051193,0.08144266497870081,0.01738572497875587,0.09990730659629522
2026-09-04,823338,LAA,PIT,0,64,9,0,22,5,0.03125,0.34375,0.078125,0.0,4.357142857142857,0.23906971878244468,0.07819336525881285,0.01718964654738332,0.09922103208649129
2026-03-20,831766,LAD,SD,4,75,16,1,20,9,0.08,0.26666666666666666,0.12,0.013333333333333334,,,,,
2026-03-21,831937,LAD,ATH,5,78,12,2,18,13,0.1282051282051282,0.23076923076923078,0.16666666666666666,0.02564102564102564,,,,,
2026-03-22,831804,LAD,LAA,13,87,19,4,28,15,0.1839080459770115,0.3218390804597701,0.1724137931034483,0.04597701149425287,,,,,
2026-03-23,831821,LAD,LAA,7,95,20,2,20,19,0.12631578947368421,0.21052631578947367,0.2,0.021052631578947368,7.333333333333333,0.2730916592985559,0.15302681992337164,0.028317123489537282,0.13070439139404658
2026-03-24,831820,LAD,LAA,0,67,10,0,28,5,0.029850746268656716,0.417910447761194,0.07462686567164178,0.0,7.25,0.2574503234212853,0.16477011494252874,0.026501000511889805,0.12960724091395598
2026-03-26,823974,LAD,AZ,8,71,16,3,12,5,0.15492957746478872,0.16901408450704225,0.07042253521126761,0.04225352112676056,5.8,0.28954234828926706,0.14674146508835134,0.021200800409511843,0.10965594198489612
2026-03-27,823971,LAD,AZ,5,68,12,3,17,7,0.20588235294117646,0.25,0.10294117647058823,0.04411764705882353,6.166666666666667,0.2694543043255629,0.13402164344217074,0.024709587195719963,0.11720154789821156
2026-03-28,823973,LAD,AZ,3,65,11,1,13,4,0.07692307692307693,0.2,0.06153846153846154,0.015384615384615385,6.0,0.26667511799333965,0.12958157673194465,0.027482167176163332,0.12987023433292083
2026-03-30,823972,LAD,CLE,2,72,18,0,14,3,0.06944444444444445,0.19444444444444445,0.041666666666666664,0.0,5.625,0.2583407282441722,0.12107618733275927,0.02596997320221984,0.12325183965669034
2026-03-31,823969,LAD,CLE,4,73,12,1,21,8,0.0547945205479452,0.2876712328767123,0.1095890410958904,0.0136986301369863,5.222222222222222,0.25124114115531354,0.11225290725874898,0.023084420624195412,0.11727324018866302
2026-04-01,823970,LAD,CLE,1,66,11,3,17,6,0.16666666666666666,0.25757575757575757,0.09090909090909091,0.045454545454545456,5.1,0.25488415032745343,0.11198652064246313,0.0221458415754745,0.11102536822459123
2026-04-03,822758,LAD,WSH,13,90,27,6,13,10,0.24444444444444444,0.14444444444444443,0.1111111111111111,0.06666666666666667,4.7272727272727275,0.2551288418954811,0.110070390666702,0.024264814655390043,0.11608366808296174
2026-04-04,822757,LAD,WSH,10,83,24,2,19,5,0.1566265060240964,0.2289156626506024,0.060240963855421686,0.024096385542168676,5.416666666666667,0.2459051421078947,0.11015711737040278,0.02779830232299643,0.12678039944641864
2026-04-05,822756,LAD,WSH,8,81,18,5,18,10,0.2222222222222222,0.2222222222222222,0.12345679012345678,0.06172839506172839,5.769230769230769,0.24459825907271837,0.10631741325386576,0.027513539493701986,0.12907625379854767
2026-04-06,822832,LAD,TOR,14,88,22,5,14,10,0.20454545454545456,0.1590909090909091,0.11363636363636363,0.056818181818181816,5.928571428571429,0.24299997072625437,0.10754165445883655,0.029957457748561015,0.13572953725738157
2026-04-07,822831,LAD,TOR,4,75,14,0,21,6,0.06666666666666667,0.28,0.08,0.0,6.642857142857143,0.2353159880422717,0.1070871090042911,0.033063518354621624,0.14462564115348547
2026-04-08,822833,LAD,TOR,3,78,14,0,16,12,0.038461538461538464,0.20512820512820512,0.15384615384615385,0.0,6.571428571428571,0.23883247155875517,0.1008966328138149,0.031232016523119792,0.14023003675788107
2026-04-10,823968,LAD,TEX,7,80,24,7,21,7,0.2875,0.2625,0.0875,0.0875,5.857142857142857,0.23049598046364342,0.09957037286686529,0.027947944273530295,0.12984100050677586
2026-04-11,823967,LAD,TEX,6,69,13,4,19,8,0.2028985507246377,0.2753623188405797,0.11594202898550725,0.057971014492753624,5.857142857142857,0.234208386478681,0.09153465858115102,0.03269418487503405,0.14135415840151272
2026-04-12,823966,LAD,TEX,2,83,16,2,23,16,0.0963855421686747,0.27710843373493976,0.1927710843373494,0.024096385542168676,6.285714285714286,0.2240263772700657,0.09448574167499856,0.036834971624516454,0.1537147158626542
2026-04-13,823964,LAD,NYM,4,65,11,1,14,5,0.09230769230769231,0.2153846153846154,0.07692307692307693,0.015384615384615385,5.857142857142857,0.23174740221491552,0.10322492375543298,0.03553803336847418,0.14953299905578893
2026-04-14,823965,LAD,NYM,2,63,7,1,20,5,0.07936507936507936,0.31746031746031744,0.07936507936507936,0.015873015873015872,5.785714285714286,0.22927487474238806,0.10136648807346786,0.0334856739631736,0.14142052329625435
2026-04-15,823963,LAD,NYM,8,74,17,4,22,4,0.22972972972972974,0.2972972972972973,0.05405405405405406,0.05405405405405406,5.714285714285714,0.237664897418125,0.10263981791822628,0.03352055971234506,0.14159495204211164
2026-04-17,824373,LAD,COL,7,73,15,2,18,6,0.1643835616438356,0.2465753424657534,0.0821917808219178,0.0273972602739726,6.142857142857143,0.24501152976475735,0.10352463130303967,0.037381563573348923,0.1530439009910606
2026-04-18,824372,LAD,COL,3,71,15,2,15,4,0.16901408450704225,0.2112676056338028,0.056338028169014086,0.028169014084507043,6.357142857142857,0.24207610902111742,0.10156768414061304,0.03836003715456223,0.16087168964076706
2026-04-19,824371,LAD,COL,6,84,30,2,12,5,0.15476190476190477,0.14285714285714285,0.05952380952380952,0.023809523809523808,6.5,0.23876838388240637,0.09909832251632186,0.03712535634241663,0.16103936234365102
2026-04-20,824370,LAD,COL,12,86,26,6,12,5,0.2441860465116279,0.13953488372093023,0.05813953488372093,0.06976744186046512,6.0,0.2386550051975991,0.09541351526008603,0.03406413185262071,0.15463346665204103
2026-04-21,823236,LAD,SF,1,68,9,0,20,10,0.014705882352941176,0.29411764705882354,0.14705882352941177,0.0,6.142857142857143,0.23227066384547967,0.09526341319067884,0.03732635016107046,0.16088771954400757
2026-04-22,823231,LAD,SF,0,66,12,1,13,3,0.06060606060606061,0.19696969696969696,0.045454545454545456,0.015151515151515152,5.642857142857143,0.23740605133380832,0.09694927271967561,0.032917179085232715,0.14606512383905895
2026-04-23,823233,LAD,SF,3,65,9,0,16,4,0.03076923076923077,0.24615384615384617,0.06153846153846154,0.0,4.642857142857143,0.24011167903943603,0.09207914284954576,0.02994098860904224,0.13578373855767367
2026-04-24,823962,LAD,CHC,4,74,17,3,19,5,0.20270270270270271,0.25675675675675674,0.06756756756756757,0.04054054054054054,4.571428571428571,0.23769409662185365,0.09076046153086444,0.02994098860904224,0.1332196359935711
2026-04-25,823960,LAD,CHC,12,82,23,4,18,8,0.2073170731707317,0.21951219512195122,0.0975609756097561,0.04878048780487805,4.642857142857143,0.2413818503096073,0.08459770536810828,0.03283674150479514,0.14495114772508283
2026-04-26,823959,LAD,CHC,6,73,11,1,16,9,0.1095890410958904,0.2191780821917808,0.1232876712328767,0.0136986301369863,5.0,0.23831129281831814,0.08531634648309083,0.030071062062286425,0.13922379580870653
2026-04-27,823961,LAD,MIA,3,78,14,1,17,12,0.07692307692307693,0.21794871794871795,0.15384615384615385,0.01282051282051282,5.0,0.23429813305768965,0.0858410352150458,0.026908748894017332,0.13255883083522457
2026-04-28,823956,LAD,MIA,1,75,15,0,17,4,0.013333333333333334,0.22666666666666666,0.05333333333333334,0.0,5.071428571428571,0.23007243907295946,0.08306068303710326,0.026103329413899055,0.1311686547462533
2026-04-29,823958,LAD,MIA,2,76,13,2,19,13,0.10526315789473684,0.25,0.17105263157894737,0.02631578947368421,4.857142857142857,0.23087829987882028,0.08137570135212158,0.025004428314997957,0.12552762910522766
2026-05-01,823066,LAD,STL,2,75,19,2,17,5,0.14666666666666667,0.22666666666666666,0.06666666666666667,0.02666666666666667,4.857142857142857,0.2260597057745119,0.08792481222454072,0.025750340715045693,0.12737749185734606
2026-05-02,823067,LAD,STL,2,69,14,1,13,7,0.10144927536231885,0.18840579710144928,0.10144927536231885,0.014492753623188406,4.428571428571429,0.22101466072946688,0.08882571312544162,0.023794098758803735,0.12144441592427013
2026-05-03,823065,LAD,STL,4,76,17,0,7,6,0.039473684210526314,0.09210526315789473,0.07894736842105263,0.0,4.071428571428571,0.21685969320344514,0.09020124844975598,0.022872348283747724,0.11694910976130465
2026-05-04,824201,LAD,HOU,8,80,19,3,26,7,0.1375,0.325,0.0875,0.0375,4.142857142857143,0.20834809731230886,0.09181620132490158,0.020860275849140075,0.10769622402583921
2026-05-05,824200,LAD,HOU,1,65,10,2,15,4,0.12307692307692308,0.23076923076923078,0.06153846153846154,0.03076923076923077,4.285714285714286,0.2213583013939415,0.09381450064462948,0.021838167005602666,0.10646323082856031
2026-05-06,824198,LAD,HOU,12,76,19,4,17,5,0.2236842105263158,0.2236842105263158,0.06578947368421052,0.05263157894736842,3.5,0.2278750404688201,0.09405728111996811,0.019052580499085925,0.09781257915465282
2026-05-08,823957,LAD,ATL,3,68,14,1,18,3,0.08823529411764706,0.2647058823529412,0.04411764705882353,0.014705882352941176,4.285714285714286,0.22284408071649814,0.08825232755959657,0.022811978995326523,0.11273960259560814
2026-05-09,823955,LAD,ATL,2,78,18,1,20,7,0.0641025641025641,0.2564102564102564,0.08974358974358974,0.01282051282051282,4.5,0.22768237967244412,0.08815683481704502,0.02278014808114267,0.11471311927500717
2026-05-10,823954,LAD,ATL,2,73,11,3,17,7,0.136986301369863,0.2328767123287671,0.0958904109589041,0.0410958904109589,4.428571428571429,0.22841498040504485,0.09017148683169703,0.023695898996893585,0.11709407165595956
2026-05-11,823953,LAD,SF,3,85,22,2,14,8,0.11764705882352941,0.16470588235294117,0.09411764705882353,0.023529411764705882,4.285714285714286,0.22670926294590274,0.09219454707393536,0.02373556684478061,0.11240004298932815
2026-05-12,823951,LAD,SF,2,75,14,4,19,6,0.2,0.25333333333333335,0.08,0.05333333333333334,3.642857142857143,0.22279452631954486,0.09194859503458304,0.021931918556196885,0.10599504196452798
