game_date,game_pk,team,opponent,runs,plate_appearances,hits,home_runs,strikeouts,walks,iso,k_rate,bb_rate,hr_rate,runs_last14,k_rate_last14,bb_rate_last14,hr_rate_last14,iso_last14
2026-07-20,823112,CIN,SEA,0,72,16,1,16,5,0.05555555555555555,0.2222222222222222,0.06944444444444445,0.013888888888888888,4.214285714285714,0.22932418189968146,0.08699633070292857,0.03915687137290833,0.16673141162897778
2026-07-21,823114,CIN,SEA,4,74,11,5,13,9,0.20270270270270271,0.17567567567567569,0.12162162162162163,0.06756756756756757,4.071428571428571,0.2316836842591838,0.08423464044123831,0.03918368389972086,0.1600819049794711
2026-07-22,823110,CIN,SEA,5,71,15,2,11,3,0.1267605633802817,0.15492957746478872,0.04225352112676056,0.028169014084507043,3.857142857142857,0.2251843277598273,0.08815999436659223,0.04020041491645187,0.16217971707728324
2026-07-24,823031,CIN,STL,4,73,13,1,20,6,0.0821917808219178,0.273972602739726,0.0821917808219178,0.0136986301369863,4.214285714285714,0.22196501186445508,0.07995361322258533,0.04119207918779421,0.1671524103799564
2026-07-25,823027,CIN,STL,0,69,13,0,18,5,0.028985507246376812,0.2608695652173913,0.07246376811594203,0.0,4.142857142857143,0.22877938144790488,0.0747700329411577,0.041320212632953095,0.16451985050669204
2026-07-26,823028,CIN,STL,5,84,16,3,21,8,0.11904761904761904,0.25,0.09523809523809523,0.03571428571428571,3.9285714285714284,0.23480787980376897,0.07469391553767457,0.04026979246488587,0.16133814304109712
2026-07-28,824489,CIN,CLE,2,64,6,1,22,6,0.046875,0.34375,0.09375,0.015625,4.214285714285714,0.22587930837519754,0.07653631916579248,0.04083668588892215,0.16289709995719687
2026-07-28,824490,CIN,CLE,5,77,20,2,15,5,0.1038961038961039,0.19480519480519481,0.06493506493506493,0.025974025974025976,3.5714285714285716,0.23597709749084378,0.07047764569640472,0.03600037636511262,0.14158545029733294
2026-07-29,824487,CIN,CLE,1,85,19,1,22,10,0.058823529411764705,0.25882352941176473,0.11764705882352941,0.011764705882352941,3.9285714285714284,0.22783293073323166,0.07196460411613625,0.03785566393468591,0.14795618040755884
2026-07-30,824488,CIN,PIT,2,78,16,1,22,11,0.11538461538461539,0.28205128205128205,0.14102564102564102,0.01282051282051282,3.7142857142857144,0.22147560519432044,0.07829757208593287,0.036625606694398495,0.14284109089349234
2026-07-31,824486,CIN,PIT,8,85,24,3,20,10,0.16470588235294117,0.23529411764705882,0.11764705882352941,0.03529411764705882,3.642857142857143,0.22788586160457688,0.08104482483318562,0.032962603031394824,0.135515083567485
2026-08-01,824485,CIN,PIT,1,72,9,1,13,9,0.06944444444444445,0.18055555555555555,0.125,0.013888888888888888,3.9285714285714284,0.23293851557755849,0.08402323138568003,0.0336752931707417,0.1373340389977584
2026-08-02,824483,CIN,PIT,10,76,14,3,22,10,0.18421052631578946,0.2894736842105263,0.13157894736842105,0.039473684210526314,3.5,0.22942607456511746,0.09005604991849857,0.02984110183655037,0.12491983908355848
2026-08-04,824484,CIN,ATH,5,70,13,0,16,8,0.04285714285714286,0.22857142857142856,0.11428571428571428,0.0,4.0,0.23694487155759866,0.09569514766285947,0.02984110183655037,0.12116044058731788
2026-08-05,824482,CIN,ATH,3,63,10,2,18,3,0.1111111111111111,0.2857142857142857,0.047619047619047616,0.031746031746031744,3.7142857142857144,0.23935674539804389,0.0992201940450487,0.022419951558257236,0.1001029266726611
2026-08-06,824481,CIN,ATH,6,73,17,5,19,7,0.2191780821917808,0.2602739726027397,0.0958904109589041,0.0684931506849315,3.9285714285714284,0.24389189279033419,0.09766123712894892,0.023695461762338867,0.10407118064091507
2026-08-07,822699,CIN,WSH,3,68,14,5,20,5,0.2647058823529412,0.29411764705882354,0.07352941176470588,0.07352941176470588,4.071428571428571,0.24993462828512444,0.0958232935101834,0.023761574842150576,0.10524799346156352
2026-08-08,822701,CIN,WSH,2,73,15,1,13,7,0.0958904109589041,0.1780821917808219,0.0958904109589041,0.0136986301369863,3.9285714285714284,0.2598766332561269,0.09805728569860805,0.027001603247879067,0.11510123053103918
2026-08-09,822700,CIN,WSH,1,70,17,1,16,2,0.07142857142857142,0.22857142857142856,0.02857142857142857,0.014285714285714285,3.7857142857142856,0.2530273181876338,0.09903575927982136,0.027001603247879067,0.11607970411225248
2026-08-11,824563,CIN,CWS,5,75,13,4,21,1,0.21333333333333335,0.28,0.013333333333333334,0.05333333333333334,3.857142857142857,0.2507203084272079,0.09590059216949896,0.028022011411144375,0.11911135155383783
2026-08-12,824562,CIN,CWS,0,68,13,2,19,6,0.11764705882352941,0.27941176470588236,0.08823529411764706,0.029411764705882353,3.857142857142857,0.252863165570065,0.09005025203344455,0.029280514812504915,0.12584604543138883
2026-08-13,824561,CIN,CWS,9,88,20,3,18,11,0.14772727272727273,0.20454545454545456,0.125,0.03409090909090909,3.7142857142857144,0.2482675773347709,0.08965634447041936,0.030265283720067936,0.13090119249021237
2026-08-14,824479,CIN,MIA,1,64,10,0,14,4,0.03125,0.21875,0.0625,0.0,4.0,0.24896331017336087,0.09394669697505756,0.030845061085559594,0.1340319902638673
2026-08-15,824480,CIN,MIA,4,83,22,4,21,4,0.1927710843373494,0.25301204819277107,0.04819277108433735,0.04819277108433735,4.0,0.2461009152153777,0.09000762134480546,0.030004724951105812,0.13206245244874124
2026-08-16,824477,CIN,MIA,1,78,12,3,16,12,0.1282051282051282,0.20512820512820512,0.15384615384615385,0.038461538461538464,4.142857142857143,0.24402668422548404,0.08337670206328376,0.032531314827093274,0.13759005737393654
2026-08-17,824478,CIN,STL,5,81,24,2,21,5,0.12345679012345678,0.25925925925925924,0.06172839506172839,0.024691358024691357,3.642857142857143,0.2418719761884231,0.08596235170775693,0.03275755917098468,0.13498286064909276
2026-08-17,824514,CIN,STL,1,71,10,1,24,7,0.11267605633802817,0.3380281690140845,0.09859154929577464,0.014084507042253521,3.9285714285714284,0.24749366931011618,0.08144295135502325,0.033529164109256285,0.13884088534045078
2026-08-18,824475,CIN,STL,0,68,10,1,17,3,0.10294117647058823,0.25,0.04411764705882353,0.014705882352941176,3.2857142857142856,0.25096184679608463,0.07908670863554852,0.031715651454379656,0.13373128034203924
2026-08-19,824476,CIN,STL,5,75,16,2,24,8,0.12,0.32,0.10666666666666667,0.02666666666666667,2.9285714285714284,0.2524924590409826,0.07407470383362776,0.032766071622446886,0.13802299702871393
2026-08-20,824474,CIN,STL,9,84,15,2,15,14,0.07142857142857142,0.17857142857142858,0.16666666666666666,0.023809523809523808,3.0714285714285716,0.2549414386328194,0.07829239090845767,0.032403259831063666,0.13865791766363456
2026-08-21,825045,CIN,AZ,0,77,19,1,12,8,0.09090909090909091,0.15584415584415584,0.1038961038961039,0.012987012987012988,3.2857142857142856,0.24910554263058282,0.08334783774472643,0.02921157219710597,0.12810438118054818
2026-08-22,825044,CIN,AZ,11,90,26,6,12,8,0.2777777777777778,0.13333333333333333,0.08888888888888889,0.06666666666666667,3.0714285714285716,0.239228864686678,0.08551688718268344,0.024887115141556476,0.11569032464884459
2026-08-23,825043,CIN,AZ,3,75,16,0,18,9,0.12,0.24,0.12,0.0,3.7142857142857144,0.2360325176547145,0.08501677846339664,0.02867054632224793,0.12868227942162128
2026-08-24,823183,CIN,SF,0,67,15,1,18,3,0.11940298507462686,0.26865671641791045,0.04477611940298507,0.014925373134328358,3.857142857142857,0.23684884418532676,0.09154739070829458,0.027650138158982627,0.1321516671767233
2026-08-25,823181,CIN,SF,1,69,12,2,12,5,0.11594202898550725,0.17391304347826086,0.07246376811594203,0.028985507246376812,3.5,0.23603860964374895,0.093793303998984,0.02490671243048227,0.1254423565868157
2026-08-26,823180,CIN,SF,10,90,27,6,20,8,0.25555555555555554,0.2222222222222222,0.08888888888888889,0.06666666666666667,3.5714285714285716,0.22850298669891883,0.09266676642743364,0.02487626546908902,0.1253205687412427
2026-08-28,824638,CIN,CHC,10,88,26,6,17,6,0.25,0.19318181818181818,0.06818181818181818,0.06818181818181818,3.642857142857143,0.2297656129615451,0.09008740134806857,0.027203105295928842,0.13302258894326288
2026-08-29,824637,CIN,CHC,5,87,26,8,15,9,0.3218390804597701,0.1724137931034483,0.10344827586206896,0.09195402298850575,4.285714285714286,0.22793931426024638,0.09049324550391272,0.032073235166058714,0.14864758894326288
2026-08-30,824636,CIN,CHC,7,78,20,6,20,3,0.2692307692307692,0.2564102564102564,0.038461538461538464,0.07692307692307693,4.357142857142857,0.22218229603958048,0.09444006727375069,0.03519903887349931,0.1578667315234358
2026-08-31,824473,CIN,SD,0,80,20,0,21,4,0.05,0.2625,0.05,0.0,4.785714285714286,0.22584529970258413,0.08619830903199244,0.03794629162075206,0.16793999159669587
2026-09-01,824472,CIN,SD,4,73,15,2,17,8,0.1780821917808219,0.2328767123287671,0.1095890410958904,0.0273972602739726,4.428571428571429,0.22607678118406563,0.08536056652758328,0.036182623190416964,0.16269307801644897
2026-09-02,824470,CIN,SD,7,73,17,4,17,6,0.1917808219178082,0.2328767123287671,0.0821917808219178,0.0547945205479452,4.642857142857143,0.2185659628494001,0.08614610165616297,0.037133534135539756,0.16736494483379136
2026-09-04,824471,CIN,MIL,7,84,20,2,22,10,0.17857142857142858,0.2619047619047619,0.11904761904761904,0.023809523809523808,5.142857142857143,0.21734287087288345,0.08886568263924113,0.03999700829232576,0.17371063379430707
2026-03-20,831743,CLE,SEA,8,104,35,8,21,12,0.27884615384615385,0.20192307692307693,0.11538461538461539,0.07692307692307693,,,,,
2026-03-21,831873,CLE,SF,7,80,24,5,15,3,0.25,0.1875,0.0375,0.0625,,,,,
2026-03-22,831896,CLE,CIN,8,79,20,3,15,7,0.1518987341772152,0.189873417721519,0.08860759493670886,0.0379746835443038,,,,,
2026-03-23,831885,CLE,AZ,7,71,12,3,16,8,0.15492957746478872,0.22535211267605634,0.11267605633802817,0.04225352112676056,7.666666666666667,0.19309883154819865,0.08049740344044141,0.05913258682246025,0.22691496267445635
2026-03-24,831887,CLE,AZ,10,87,23,3,17,8,0.16091954022988506,0.19540229885057472,0.09195402298850575,0.034482758620689655,7.5,0.20116215183016306,0.0885420666648381,0.054912820398535324,0.20891861637203946
2026-03-26,823163,CLE,SEA,6,75,18,6,25,4,0.32,0.3333333333333333,0.05333333333333334,0.08,8.0,0.2000101812342454,0.08922445792957164,0.05082680804296619,0.19931880114360856
2026-03-27,823162,CLE,SEA,1,67,7,3,19,10,0.16417910447761194,0.2835820895522388,0.14925373134328357,0.04477611940298507,7.666666666666667,0.22223070658409338,0.08324260383019859,0.05568900670247182,0.21943233428634046
2026-03-28,823161,CLE,SEA,6,86,17,2,25,10,0.12790697674418605,0.29069767441860467,0.11627906976744186,0.023255813953488372,6.714285714285714,0.230995189865257,0.09267276490349644,0.05413002280254515,0.21153901574223638
2026-03-29,823160,CLE,SEA,0,71,11,1,22,6,0.08450704225352113,0.30985915492957744,0.08450704225352113,0.014084507042253521,6.625,0.23845800043442547,0.09562355301148961,0.05027074669641305,0.2010850108674801
2026-03-30,823972,CLE,LAD,4,72,18,0,14,3,0.06944444444444445,0.19444444444444445,0.041666666666666664,0.0,5.888888888888889,0.2463914620449979,0.09438838514949312,0.04625005340150643,0.18813190324370688
2026-03-31,823969,CLE,LAD,1,73,12,1,21,8,0.0547945205479452,0.2876712328767123,0.1095890410958904,0.0136986301369863,5.7,0.24119676028494258,0.08911621330121047,0.04162504806135579,0.17626315736378065
2026-04-01,823970,CLE,LAD,4,66,11,3,17,6,0.16666666666666666,0.25757575757575757,0.09090909090909091,0.045454545454545456,5.2727272727272725,0.2454217123387398,0.09097737946436318,0.03908628279550402,0.1652205540168865
2026-04-03,824458,CLE,CHC,4,67,14,2,15,6,0.13432835820895522,0.22388059701492538,0.08955223880597014,0.029850746268656716,5.166666666666667,0.24643454944182464,0.09097168875142385,0.03961697135042414,0.1653410634043682
2026-04-05,824459,CLE,CHC,0,66,3,0,15,8,0.015151515151515152,0.22727272727272727,0.12121212121212122,0.0,5.076923076923077,0.24469963002437084,0.09086250029408124,0.038865723267211265,0.1629554706970287
2026-04-05,824460,CLE,CHC,6,77,16,4,16,10,0.19480519480519481,0.2077922077922078,0.12987012987012986,0.05194805194805195,4.714285714285714,0.2434548512563963,0.09303033035965554,0.03608960017669617,0.1523980453009206
2026-04-06,824456,CLE,KC,2,73,15,4,13,6,0.2054794520547945,0.1780821917808219,0.0821917808219178,0.0547945205479452,4.571428571428571,0.24387407488990562,0.09406500996576371,0.034305669821337245,0.14639511965513785
2026-04-07,824457,CLE,KC,1,71,9,1,22,11,0.056338028169014086,0.30985915492957744,0.15492957746478872,0.014084507042253521,4.214285714285714,0.2432013743028215,0.09725728002447212,0.033755278431904755,0.1432150805161946
2026-04-08,824455,CLE,KC,10,76,21,1,23,7,0.15789473684210525,0.3026315789473684,0.09210526315789473,0.013157894736842105,3.7142857142857144,0.2517717841033971,0.10199456449076354,0.032048837253186885,0.13638931580132307
2026-04-10,824941,CLE,ATL,5,80,23,4,10,8,0.1875,0.125,0.1,0.05,3.9285714285714284,0.2572917459799194,0.100525222120754,0.029970578225335564,0.13660111289970284
2026-04-11,824939,CLE,ATL,6,76,12,1,13,11,0.10526315789473684,0.17105263157894737,0.14473684210526316,0.013157894736842105,3.5714285714285716,0.2522630103477355,0.10109993476443216,0.031078952609572018,0.13849971716899676
2026-04-12,824938,CLE,ATL,1,79,28,2,13,3,0.17721518987341772,0.16455696202531644,0.0379746835443038,0.02531645569620253,3.5714285714285716,0.24067153165099361,0.10762875681957003,0.02630451651934645,0.1231613713043351
2026-04-13,823073,CLE,STL,9,82,20,3,12,9,0.14634146341463414,0.14634146341463414,0.10975609756097561,0.036585365853658534,3.5714285714285716,0.23216973682764203,0.09968025340535717,0.024914540540290554,0.12409252026117837
2026-04-14,823072,CLE,STL,5,77,17,5,14,6,0.24675324675324675,0.18181818181818182,0.07792207792207792,0.06493506493506493,3.7857142857142856,0.221858578898787,0.099214326819181,0.025866651390302708,0.1254092693090675
2026-04-15,823071,CLE,STL,3,75,17,0,15,9,0.06666666666666667,0.2,0.12,0.0,4.142857142857143,0.2127127951051159,0.09874397222407792,0.0294988340969321,0.13699828391619076
2026-04-16,824453,CLE,BAL,4,67,12,1,19,6,0.07462686567164178,0.2835820895522388,0.08955223880597014,0.014925373134328358,4.071428571428571,0.2131096205019413,0.10433921031931602,0.0294988340969321,0.13679987121777806
2026-04-17,824454,CLE,BAL,4,82,14,2,18,13,0.0975609756097561,0.21951219512195122,0.15853658536585366,0.024390243902439025,4.285714285714286,0.21281753883590745,0.10290801015575028,0.029586458596742245,0.1382164672980421
2026-04-18,824451,CLE,BAL,4,62,7,4,24,3,0.20967741935483872,0.3870967741935484,0.04838709677419355,0.06451612903225806,4.285714285714286,0.21009871294634985,0.10773854547409048,0.02808186562873464,0.1332803465082628
2026-04-19,824452,CLE,BAL,8,75,13,3,24,8,0.13333333333333333,0.32,0.10666666666666667,0.04,4.285714285714286,0.2217570113162515,0.10479817818610646,0.03055796439756331,0.13866242230439732
2026-04-20,824450,CLE,HOU,2,84,21,3,10,9,0.15476190476190477,0.11904761904761904,0.10714285714285714,0.03571428571428571,4.857142857142857,0.22838038793962814,0.10375921714714541,0.033415107254706165,0.14710398074595576
2026-04-21,824448,CLE,HOU,8,80,21,1,12,11,0.1,0.15,0.1375,0.0125,4.571428571428571,0.22204148874358606,0.10213584052376878,0.032255552523722864,0.1442437457428636
2026-04-22,824449,CLE,HOU,0,71,11,1,16,7,0.056338028169014086,0.22535211267605634,0.09859154929577464,0.014084507042253521,5.0,0.2200356179020988,0.10608642760791752,0.029234515341726778,0.13670949916752115
2026-04-24,822827,CLE,TOR,8,78,19,5,13,6,0.2564102564102564,0.16666666666666666,0.07692307692307693,0.0641025641025641,4.928571428571429,0.21399940059827588,0.10206228273870221,0.029234515341726774,0.13670949916752115
2026-04-25,822826,CLE,TOR,3,73,18,2,17,4,0.1643835616438356,0.2328767123287671,0.0547945205479452,0.0273972602739726,4.785714285714286,0.2042876211496543,0.10097784086478667,0.0328734202964212,0.14374632199381768
2026-04-26,822824,CLE,TOR,2,70,14,1,18,6,0.08571428571428572,0.2571428571428571,0.08571428571428572,0.014285714285714285,4.642857142857143,0.2119931006017091,0.09774887804678276,0.03125893888741925,0.14209514782552018
2026-04-27,824446,CLE,TB,2,71,13,2,17,5,0.09859154929577464,0.23943661971830985,0.07042253521126761,0.028169014084507043,4.357142857142857,0.21814240242770264,0.09353298116171292,0.0313394974266244,0.14069879981263084
2026-04-28,824447,CLE,TB,0,72,9,0,14,9,0.05555555555555555,0.19444444444444445,0.125,0.0,4.428571428571429,0.2234909494057736,0.09585068485221034,0.03154325159721758,0.13508282548565634
2026-04-29,824445,CLE,TB,3,71,15,0,19,2,0.028169014084507043,0.2676056338028169,0.028169014084507043,0.0,3.7857142857142856,0.2269268766221886,0.09693953502642637,0.02893001117909912,0.12859811778143643
2026-05-01,825012,CLE,ATH,8,87,20,2,15,14,0.14942528735632185,0.1724137931034483,0.16091954022988506,0.022988505747126436,3.642857142857143,0.23305455176394826,0.09338574475231418,0.024291792255165905,0.11298495830509789
2026-05-02,825014,CLE,ATH,14,90,28,5,13,8,0.2111111111111111,0.14444444444444443,0.08888888888888889,0.05555555555555555,4.0,0.23108410841419458,0.09630856905444882,0.02593382837996065,0.11889628835435898
2026-05-03,825013,CLE,ATH,1,74,18,4,14,6,0.17567567567567569,0.1891891891891892,0.08108108108108109,0.05405405405405406,4.714285714285714,0.22114570519220927,0.09626118691751444,0.028835984267191167,0.1286451630286068
2026-05-04,824120,CLE,KC,2,68,12,3,10,5,0.16176470588235295,0.14705882352941177,0.07352941176470588,0.04411764705882353,4.5,0.21897977619701198,0.09072865089717354,0.030954827849449383,0.13422478446188674
2026-05-05,824119,CLE,KC,3,66,12,3,15,4,0.16666666666666666,0.22727272727272727,0.06060606060606061,0.045454545454545456,4.357142857142857,0.2018342082924308,0.09252453053935299,0.029497793422775486,0.13080244778528063
2026-05-06,824118,CLE,KC,3,72,10,0,16,11,0.027777777777777776,0.2222222222222222,0.1527777777777778,0.0,4.0,0.19521083166905417,0.0892344872493097,0.029887403812385877,0.133183400166233
2026-05-07,824117,CLE,KC,8,87,23,3,18,13,0.16091954022988506,0.20689655172413793,0.14942528735632185,0.034482758620689655,4.071428571428571,0.20258044618152585,0.0924941244375183,0.027336383404222613,0.1241131053816525
2026-05-08,824443,CLE,MIN,6,78,21,2,17,5,0.11538461538461539,0.21794871794871795,0.0641025641025641,0.02564102564102564,4.071428571428571,0.20664448559039283,0.09334593067725559,0.028906580448557588,0.12846450111235858
2026-05-09,824444,CLE,MIN,1,84,4,1,24,12,0.047619047619047616,0.2857142857142857,0.14285714285714285,0.011904761904761904,4.5,0.20611567168129724,0.09088243173488342,0.029732046062755597,0.13268211448490153
2026-05-10,824440,CLE,MIN,4,82,24,0,17,8,0.06097560975609756,0.2073170731707317,0.0975609756097561,0.0,4.0,0.21461907304184144,0.09559200787303097,0.026003631620055444,0.1177684567141009
2026-05-11,824441,CLE,LAA,7,81,16,0,13,13,0.06172839506172839,0.16049382716049382,0.16049382716049382,0.0,4.071428571428571,0.2127933845305532,0.09864675466316032,0.02404668445762883,0.11038217443640531
2026-05-12,824442,CLE,LAA,3,70,12,2,17,8,0.14285714285714285,0.24285714285714285,0.11428571428571428,0.02857142857142857,4.428571428571429,0.20588988238895584,0.10398815048074662,0.02302627629436352,0.10866889653265123
2026-05-13,824438,CLE,LAA,4,66,10,2,22,6,0.09090909090909091,0.3333333333333333,0.09090909090909091,0.030303030303030304,4.5,0.20613420547030104,0.10712123470034995,0.023055020186286485,0.11183072464417754
2026-05-15,824439,CLE,CIN,6,84,19,2,10,11,0.15476190476190477,0.11904761904761904,0.13095238095238096,0.023809523809523808,4.785714285714286,0.21605484039093595,0.10468616976528503,0.02521952235078865,0.11435597716943006
2026-05-16,824435,CLE,CIN,7,79,15,2,16,12,0.10126582278481013,0.20253164556962025,0.1518987341772152,0.02531645569620253,5.0,0.20544355362270753,0.112027838827276,0.02692020262289749,0.1233983265035299
2026-05-17,824436,CLE,CIN,10,78,23,7,21,6,0.32051282051282054,0.2692307692307692,0.07692307692307693,0.08974358974358974,4.928571428571429,0.20759482879886268,0.1113834955377996,0.027086484762117218,0.11995836474842192
2026-05-18,824277,CLE,DET,8,76,14,2,12,10,0.14473684210526316,0.15789473684210525,0.13157894736842105,0.02631578947368421,4.642857142857143,0.2165081377121716,0.11052879468309873,0.029528487204119658,0.12777277256282973
2026-05-19,824276,CLE,DET,4,74,11,2,17,10,0.0945945945945946,0.22972972972972974,0.13513513513513514,0.02702702702702703,5.142857142857143,0.2142728196873799,0.11413578513219444,0.027547182591236095,0.12556285587922883
2026-05-20,824273,CLE,DET,3,78,13,0,20,7,0.038461538461538464,0.2564102564102564,0.08974358974358974,0.0,5.285714285714286,0.22017788441597402,0.11853619394436797,0.026326424017536345,0.1207649907872461
2026-05-21,824274,CLE,DET,3,71,12,2,20,5,0.14084507042253522,0.28169014084507044,0.07042253521126761,0.028169014084507043,5.285714285714286,0.22225913649722612,0.12061744602562005,0.0230796707707831,0.11160748162973692
2026-05-22,823461,CLE,PHI,1,62,11,1,19,2,0.06451612903225806,0.3064516129032258,0.03225806451612903,0.016129032258064516,5.285714285714286,0.22650684497028667,0.11473492869944076,0.02509174320539075,0.11968371681864819
2026-05-23,823458,CLE,PHI,0,68,10,0,19,7,0.04411764705882353,0.27941176470588236,0.10294117647058823,0.0,4.785714285714286,0.23361792076879295,0.1063658413537127,0.023780762750917523,0.11279775887596055
2026-05-24,823459,CLE,PHI,3,71,15,1,15,6,0.11267605633802817,0.2112676056338028,0.08450704225352113,0.014084507042253521,4.357142857142857,0.23800813839430468,0.1091400279514287,0.021949260919415688,0.10770726113840398
2026-05-25,824437,CLE,WSH,2,76,22,7,18,4,0.32894736842105265,0.23684210526315788,0.05263157894736842,0.09210526315789473,4.5,0.23269051838855592,0.10497216362259858,0.02210495700066509,0.11235419033261687
2026-05-26,824434,CLE,WSH,3,79,19,1,18,8,0.0759493670886076,0.22784810126582278,0.10126582278481013,0.012658227848101266,4.357142857142857,0.23479944925230067,0.1017629210038566,0.02868390436908614,0.13149503023725653
2026-05-27,824432,CLE,WSH,3,70,16,0,10,5,0.07142857142857142,0.14285714285714285,0.07142857142857142,0.0,4.071428571428571,0.23961046883125273,0.09753234926273634,0.029588063501093376,0.13251081395346218
2026-05-29,824433,CLE,BOS,4,70,21,0,15,0,0.04285714285714286,0.21428571428571427,0.0,0.0,4.071428571428571,0.23246761168839555,0.09447112477294042,0.027547247174562767,0.12740877313713567
2026-05-30,824431,CLE,BOS,1,83,17,1,21,9,0.14457831325301204,0.25301204819277107,0.10843373493975904,0.012048192771084338,4.071428571428571,0.22396421032785138,0.08797761827943393,0.0253827450100606,0.12397649113342508
2026-05-31,824430,CLE,BOS,4,83,23,1,24,6,0.12048192771084337,0.2891566265060241,0.07228915662650602,0.012048192771084338,3.7142857142857144,0.23353309812393366,0.08636914356424664,0.02454264993588635,0.12324909173993275
2026-06-02,823541,CLE,NYY,9,81,20,2,23,5,0.16049382716049382,0.2839506172839506,0.06172839506172839,0.024691358024691357,3.5,0.23972059676224822,0.08068274516776743,0.02359491686980648,0.12462167066322083
2026-06-03,823540,CLE,NYY,5,69,14,5,17,2,0.2898550724637681,0.2463768115942029,0.028985507246376812,0.07246376811594203,3.4285714285714284,0.2407720144803326,0.07959741074909966,0.01894832888988517,0.11319174256662608
2026-06-04,823542,CLE,NYY,1,62,7,0,15,6,0.016129032258064516,0.24193548387096775,0.0967741935483871,0.0,3.2142857142857144,0.24709216267691098,0.07226930788323936,0.02224461307861787,0.12355733044937642
2026-06-05,822892,CLE,TEX,2,66,12,3,17,3,0.19696969696969696,0.25757575757575757,0.045454545454545456,0.045454545454545456,3.0,0.247964002258428,0.06952924062704309,0.02031411114811594,0.11795264742533855
2026-06-06,822891,CLE,TEX,6,72,12,2,8,6,0.09722222222222222,0.1111111111111111,0.08333333333333333,0.027777777777777776,2.9285714285714284,0.24804725234167807,0.06636573746353992,0.023560864394869187,0.12927465874734986
2026-06-07,822890,CLE,TEX,0,77,22,4,16,5,0.2077922077922078,0.2077922077922078,0.06493506493506493,0.05194805194805195,3.142857142857143,0.23586303593210958,0.06728793732940175,0.023532918944388526,0.1261587410187561
2026-06-08,824427,CLE,NYY,5,87,17,3,22,12,0.11494252873563218,0.25287356321839083,0.13793103448275862,0.034482758620689655,3.0714285714285716,0.22881593556703686,0.06962200878789718,0.026091420350816196,0.1363927466444668
2026-06-09,824429,CLE,NYY,2,81,18,2,17,8,0.07407407407407407,0.20987654320987653,0.09876543209876543,0.024691358024691357,3.4285714285714284,0.22692034974650174,0.07212128436019505,0.02855447453800832,0.14145166676423884
2026-06-10,824428,CLE,NYY,4,81,17,1,17,10,0.13580246913580246,0.20987654320987653,0.12345679012345678,0.012345679012345678,3.357142857142857,0.2268209881447927,0.0731397407777125,0.02931210675103959,0.13869438231681355
2026-06-12,824425,CLE,DET,3,66,11,2,17,4,0.16666666666666666,0.25757575757575757,0.06060606060606061,0.030303030303030304,3.5,0.22489487656955834,0.07819868443314738,0.02361499359778609,0.1248983180821528
2026-06-13,824426,CLE,DET,3,72,17,1,16,3,0.09722222222222222,0.2222222222222222,0.041666666666666664,0.013888888888888888,3.5,0.22701828059169651,0.07529441570609385,0.02487533663028102,0.13137812519487133
2026-06-16,823775,CLE,MIL,1,66,8,2,16,7,0.10606060606060606,0.24242424242424243,0.10606060606060606,0.030303030303030304,3.5,0.23268721483205934,0.0731685653659578,0.025867400122344508,0.13322052882298924
2026-06-17,823774,CLE,MIL,4,70,14,3,22,5,0.18571428571428572,0.3142857142857143,0.07142857142857142,0.04285714285714286,3.2857142857142856,0.23469710969909707,0.08074432294171538,0.028031902286846676,0.13773506190895088
2026-06-18,823772,CLE,MIL,4,83,12,3,22,17,0.14457831325301204,0.26506024096385544,0.20481927710843373,0.03614457831325301,3.5,0.2390738001343073,0.07810109697663055,0.030232541578708,0.14067334565618472
2026-06-19,824179,CLE,HOU,3,73,19,4,26,3,0.2602739726027397,0.3561643835616438,0.0410958904109589,0.0547945205479452,3.5,0.23735262973843813,0.08756753415391108,0.031953711974577186,0.14239451605205392
2026-06-20,824180,CLE,HOU,8,68,15,3,22,1,0.1323529411764706,0.3235294117647059,0.014705882352941176,0.04411764705882353,3.0714285714285716,0.2425107559011305,0.08609378382171329,0.03410393786909532,0.14952166929792862
2026-06-21,824177,CLE,HOU,1,65,11,1,13,4,0.09230769230769231,0.2,0.06153846153846154,0.015384615384615385,3.2857142857142856,0.24802165591330927,0.0850738106150393,0.032079214936443994,0.13827151706312166
2026-06-22,824585,CLE,CWS,5,79,18,1,28,8,0.08860759493670886,0.35443037974683544,0.10126582278481013,0.012658227848101266,3.2857142857142856,0.24502626420824014,0.08255697261433034,0.033178116035345095,0.14371284992380937
2026-06-23,824584,CLE,CWS,1,64,9,2,19,3,0.140625,0.296875,0.046875,0.03125,3.5,0.2519444515061743,0.08654349242363495,0.03083552192059908,0.1359726997785959
2026-06-24,824583,CLE,CWS,4,87,18,2,17,10,0.08045977011494253,0.19540229885057472,0.11494252873563218,0.022988505747126436,3.142857142857143,0.2652133007125235,0.08393932575696827,0.031083537793614953,0.13907289819129434
2026-06-26,824423,CLE,SEA,1,67,10,1,20,7,0.07462686567164178,0.29850746268656714,0.1044776119402985,0.014925373134328358,3.4285714285714284,0.26432830721669254,0.0875112874570088,0.029014998779263137,0.12997772407148966
2026-06-27,824421,CLE,SEA,4,72,15,1,16,3,0.08333333333333333,0.2222222222222222,0.041666666666666664,0.013888888888888888,3.142857142857143,0.2675878714644194,0.08512175727540451,0.02761804267309447,0.1270980338526332
